Name,POS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
Shane Andrews\andresh01,53/D,98,281,28,51,11,37,1,43,0.181,0.287,0.327,0.614
Shane Andrews\andresh01,42858,19,67,13,17,5,14,0,7,0.254,0.329,0.537,0.866
Rick Ankiel*\ankieri01,/1,9,10,0,1,0,0,0,0,0.1,0.1,0.1,0.2
Kevin Appier\appieke01,1,1,2,0,0,0,0,0,0,0,0,0,0
Kevin Appier\appieke01,1,1,2,0,0,0,0,0,0,0,0,0,0
Alex Arias\ariasal01,19876,118,347,43,105,4,48,2,36,0.303,0.373,0.401,0.773
George Arias\ariasge01,5,55,164,20,40,7,20,0,6,0.244,0.271,0.421,0.691
Tony Armas\armasto02,/1,1,2,0,0,0,0,0,0,0,0,0,0
Jamie Arnold\arnolja01,1,34,10,1,2,0,1,0,0,0.2,0.2,0.2,0.4
Andy Ashby\ashbyan01,1,29,62,3,8,0,2,0,3,0.129,0.169,0.161,0.331
Paul Assenmacher*\assenpa01,1,3,0,0,0,0,0,0,0,,,,
Pedro Astacio\astacpe01,1,36,86,5,20,0,7,0,1,0.233,0.241,0.279,0.52
Rich Aurilia\aurilri01,*6,152,558,68,157,22,80,2,43,0.281,0.336,0.444,0.78
Brad Ausmus\ausmubr01,*2,127,458,62,126,9,54,12,51,0.275,0.365,0.415,0.779
Bruce Aven\avenbr01,79/8D,137,381,57,110,12,70,3,44,0.289,0.37,0.444,0.814
Steve Avery*\averyst01,1,17,26,1,2,0,1,0,0,0.077,0.077,0.077,0.154
Bobby Ayala\ayalabo01,1,61,1,0,0,0,0,0,0,0,0,0,0
Bobby Ayala\ayalabo01,1,48,1,0,0,0,0,0,0,0,0,0,0
Bobby Ayala\ayalabo01,1,13,0,0,0,0,0,0,0,,,,
Manny Aybar\aybarma01,1,63,12,0,1,0,1,0,0,0.083,0.083,0.083,0.167
Carlos Baerga#\baergca01,54/3D,55,137,10,33,3,10,2,10,0.241,0.3,0.314,0.614
Carlos Baerga#\baergca01,45/3D,33,80,6,20,2,5,1,6,0.25,0.318,0.338,0.656
Carlos Baerga#\baergca01,5/4D,22,57,4,13,1,5,1,4,0.228,0.274,0.281,0.555
Jeff Bagwell\bagweje01,*3/D,162,562,143,171,42,126,30,149,0.304,0.454,0.591,1.045
Harold Baines*\baineha01,*D,135,430,62,134,25,103,1,54,0.312,0.387,0.533,0.919
Harold Baines*\baineha01,D,107,345,57,111,24,81,1,43,0.322,0.395,0.583,0.977
Harold Baines*\baineha01,D,28,85,5,23,1,22,0,11,0.271,0.354,0.329,0.684
Paul Bako*\bakopa01,2,73,215,16,55,2,17,1,26,0.256,0.332,0.358,0.69
James Baldwin\baldwja01,1,1,2,1,1,0,1,0,0,0.5,0.5,1.5,2
Brian Banks#\banksbr01,32/79,105,219,34,53,5,22,6,25,0.242,0.317,0.352,0.669
Rod Barajas\barajro01,/2,5,16,3,4,1,3,0,1,0.25,0.294,0.5,0.794
Brian Barber\barbebr02,/1,2,0,0,0,0,0,0,0,,,,
Glen Barker#\barkegl01,8/97D,81,73,23,21,1,11,17,11,0.288,0.384,0.356,0.74
Kevin Barker*\barkeke01,3,38,117,13,33,3,23,1,9,0.282,0.331,0.385,0.715
Richie Barker\barkeri01,/1,5,0,0,0,0,0,0,0,,,,
Michael Barrett\barremi01,52/6,126,433,53,127,8,52,0,32,0.293,0.345,0.436,0.782
Jeff Barry#\barryje01,897,74,168,19,45,5,26,0,19,0.268,0.344,0.452,0.796
Kimera Bartee#\barteki01,8/D,41,77,11,15,0,3,3,9,0.195,0.279,0.286,0.565
Miguel Batista\batismi01,1,37,35,6,7,1,3,0,2,0.2,0.243,0.314,0.558
Tony Batista\batisto01,*6,142,519,77,144,31,100,4,38,0.277,0.33,0.518,0.848
Tony Batista\batisto01,6,44,144,16,37,5,21,2,16,0.257,0.335,0.396,0.731
Tony Batista\batisto01,6,98,375,61,107,26,79,2,22,0.285,0.328,0.565,0.893
Howard Battle\battlho01,/5,15,17,2,6,1,5,0,2,0.353,0.421,0.529,0.95
Danny Bautista\bautida01,978,70,205,32,59,5,24,3,4,0.288,0.303,0.42,0.723
Rod Beck\beckro01,1,32,0,0,0,0,0,0,0,,,,
Rod Beck\beckro01,1,31,0,0,0,0,0,0,0,,,,
Rod Beck\beckro01,1,1,0,0,0,0,0,0,0,,,,
Rich Becker*\beckeri01,879/D,129,264,36,68,6,26,8,58,0.258,0.395,0.371,0.766
Rich Becker*\beckeri01,897/D,89,139,15,35,5,16,5,33,0.252,0.395,0.424,0.82
Rich Becker*\beckeri01,87/9D,40,125,21,33,1,10,3,25,0.264,0.395,0.312,0.707
Tim Belcher\belchti01,1,2,5,0,1,0,0,0,0,0.2,0.2,0.4,0.6
Stan Belinda\belinst01,1,28,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5
David Bell\bellda01,*4/36,157,597,92,160,21,78,7,58,0.268,0.331,0.432,0.763
Derek Bell\bellde01,*9,128,509,61,120,12,66,18,50,0.236,0.306,0.35,0.656
Jay Bell\bellja01,*4/D6,151,589,132,170,38,112,7,82,0.289,0.374,0.557,0.931
Albert Belle\belleal01,*9/D,161,610,108,181,37,117,17,101,0.297,0.4,0.541,0.941
Ronnie Belliard\belliro01,*4/56,124,457,60,135,8,58,4,64,0.295,0.379,0.429,0.808
Clay Bellinger\bellicl01,5/3D746,32,45,12,9,1,2,1,1,0.2,0.217,0.311,0.529
Carlos Beltran#\beltrca01,*8/D,156,663,112,194,22,108,27,46,0.293,0.337,0.454,0.791
Rigo Beltran*\beltrri01,1,32,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Rigo Beltran*\beltrri01,1,20,1,0,0,0,0,0,0,0,0,0,0
Rigo Beltran*\beltrri01,1,12,2,0,1,0,0,0,0,0.5,0.5,0.5,1
Adrian Beltre\beltrad01,*5,152,538,84,148,15,67,18,61,0.275,0.352,0.428,0.78
Marvin Benard*\benarma01,*89/7,149,562,100,163,16,64,27,55,0.29,0.359,0.457,0.816
Alan Benes\benesal01,/1,2,0,0,0,0,0,0,0,,,,
Andy Benes\benesan01,1,31,58,6,9,1,5,0,4,0.155,0.222,0.207,0.429
Armando Benitez\benitar01,1,72,5,0,0,0,1,0,0,0,0,0,0
Mike Benjamin\benjami01,64/5,110,368,42,91,1,37,10,20,0.247,0.288,0.364,0.652
Gary Bennett\bennega01,2,36,88,7,24,1,21,0,4,0.273,0.298,0.352,0.65
Joel Bennett\bennejo02,/1,4,4,1,0,0,0,0,1,0,0.2,0,0.2
Shayne Bennett\bennesh01,/1,5,2,0,0,0,0,0,0,0,0,0,0
Kris Benson\bensokr01,1,30,65,7,10,0,7,0,3,0.154,0.191,0.2,0.391
Jason Bere\bereja01,1,15,22,3,7,0,1,0,2,0.318,0.4,0.318,0.718
Jason Bere\bereja01,1,10,14,2,4,0,1,0,0,0.286,0.333,0.286,0.619
Jason Bere\bereja01,/1,5,8,1,3,0,0,0,2,0.375,0.5,0.375,0.875
Dave Berg\bergda01,645/7,109,304,42,87,3,25,2,27,0.286,0.348,0.382,0.73
Peter Bergeron*\bergepe01,42924,16,45,12,11,0,1,0,9,0.244,0.37,0.289,0.659
Sean Bergman\bergmse01,1,24,28,4,3,2,2,0,0,0.107,0.107,0.321,0.429
Sean Bergman\bergmse01,1,18,28,4,3,2,2,0,0,0.107,0.107,0.321,0.429
Sean Bergman\bergmse01,/1,6,0,0,0,0,0,0,0,,,,
Lance Berkman#\berkmla01,34151,34,93,10,22,4,15,5,12,0.237,0.321,0.387,0.708
Geronimo Berroa\berroge01,D/7,22,62,11,12,1,6,0,9,0.194,0.315,0.29,0.605
Sean Berry\berryse01,3,106,259,26,59,2,23,0,17,0.228,0.281,0.301,0.582
Dante Bichette\bicheda01,*7/D,151,593,104,177,34,133,6,54,0.298,0.354,0.541,0.895
Craig Biggio\biggicr01,*4/7D,160,639,123,188,16,73,28,88,0.294,0.386,0.457,0.843
Brent Billingsley*\billibr01,/1,8,0,0,0,0,0,0,0,,,,
Willie Blair\blairwi01,1,4,1,0,0,0,0,0,0,0,0,0,0
Casey Blake\blakeca01,5,14,39,6,10,1,1,0,2,0.256,0.293,0.385,0.677
Henry Blanco\blanche01,42773,88,263,30,61,6,28,1,34,0.232,0.32,0.369,0.689
Jeff Blauser\blausje01,465/7,104,200,41,48,9,26,2,26,0.24,0.347,0.42,0.767
Mike Blowers\blowemi01,3/5D,19,46,2,11,2,7,0,4,0.239,0.3,0.391,0.691
Geoff Blum#\blumge01,42890,45,133,21,32,8,18,1,17,0.241,0.327,0.504,0.83
Doug Bochtler\bochtdo01,1,11,0,0,0,0,0,0,0,,,,
Brian Boehringer#\boehrbr01,1,32,16,0,1,0,0,0,2,0.063,0.167,0.063,0.229
Tim Bogar\bogarti01,65/4,106,309,44,74,4,31,3,38,0.239,0.328,0.343,0.671
Wade Boggs*\boggswa01,5/D31,90,292,40,88,2,29,1,38,0.301,0.377,0.377,0.754
Brian Bohanon*\bohanbr01,1,34,71,6,14,1,7,0,5,0.197,0.25,0.268,0.518
Barry Bonds*\bondsba01,7/D,102,355,91,93,34,83,15,73,0.262,0.389,0.617,1.006
Ricky Bones\bonesri01,1,2,0,1,0,0,0,0,0,,,,
Bobby Bonilla#\bonilbo01,9/3D7,60,119,12,19,4,18,0,19,0.16,0.277,0.303,0.579
Aaron Boone\booneaa01,*5/6,139,472,56,132,14,72,17,30,0.28,0.33,0.445,0.775
Bret Boone\boonebr01,*4,152,608,102,153,20,63,14,47,0.252,0.31,0.416,0.726
Pedro Borbon\borbope02,1,68,2,0,0,0,0,0,0,0,0,0,0
Pat Borders\bordepa01,/2D5,12,34,3,9,1,6,0,1,0.265,0.286,0.412,0.697
Pat Borders\bordepa01,/25,6,20,2,6,0,3,0,0,0.3,0.3,0.4,0.7
Pat Borders\bordepa01,/2D,6,14,1,3,1,3,0,1,0.214,0.267,0.429,0.695
Mike Bordick\bordimi01,*6,160,631,93,175,10,77,14,54,0.277,0.334,0.403,0.737
Dave Borkowski\borkoda01,1,1,3,0,0,0,1,0,0,0,0,0,0
Ricky Bottalico*\bottari01,1,65,3,0,0,0,0,0,0,0,0,0,0
Kent Bottenfield\botteke01,1,30,61,4,9,0,5,0,1,0.148,0.161,0.197,0.358
Rafael Bournigal\bournra01,64/5D7,55,95,16,26,2,14,0,7,0.274,0.317,0.389,0.707
Micah Bowie*\bowiemi01,1,14,14,0,3,0,3,0,1,0.214,0.267,0.214,0.481
Micah Bowie*\bowiemi01,/1,3,0,0,0,0,0,0,0,,,,
Micah Bowie*\bowiemi01,1,11,14,0,3,0,3,0,1,0.214,0.267,0.214,0.481
Jason Boyd\boydja02,/1,4,1,0,0,0,0,0,0,0,0,0,0
Darren Bragg*\braggda01,897,93,273,38,71,6,26,3,44,0.26,0.369,0.377,0.746
Jeff Brantley\brantje01,1,10,0,0,0,0,0,0,0,,,,
Russell Branyan*\branyru01,/5D,11,38,4,8,1,6,0,3,0.211,0.286,0.342,0.628
Billy Brewer*\brewebi01,1,25,0,0,0,0,0,0,0,,,,
Doug Brocail*\brocado01,1,7,0,0,0,0,0,0,0,,,,
Chris Brock\brockch01,1,18,35,4,7,0,4,0,3,0.2,0.263,0.2,0.463
Rico Brogna*\brognri01,*3,157,619,90,172,24,102,8,54,0.278,0.336,0.454,0.79
Scott Brosius\brosisc01,*5/D,133,473,64,117,17,71,9,39,0.247,0.307,0.414,0.722
Adrian Brown#\brownad01,98/7,116,226,34,61,4,17,5,33,0.27,0.364,0.363,0.727
Brant Brown*\brownbr01,98/3D,130,341,49,79,16,58,3,22,0.232,0.283,0.449,0.732
Dee Brown*\brownde02,/7D,12,25,1,2,0,0,0,2,0.08,0.148,0.08,0.228
Emil Brown\brownem01,/7,6,14,0,2,0,0,0,0,0.143,0.143,0.214,0.357
Kevin Brown\brownke01,1,34,78,1,5,0,3,0,2,0.064,0.086,0.064,0.151
Kevin Brown\brownke04,/2,2,9,1,4,0,1,0,0,0.444,0.444,0.667,1.111
Roosevelt Brown*\brownro02,32690,33,64,6,14,1,10,1,2,0.219,0.239,0.391,0.629
Mark Brownson*\brownma04,/1,7,9,1,1,0,0,0,0,0.111,0.111,0.111,0.222
Jacob Brumfield\brumfja01,87/9D,80,187,29,45,2,20,1,19,0.241,0.306,0.358,0.665
Jacob Brumfield\brumfja01,/78,18,17,4,5,0,1,0,0,0.294,0.294,0.412,0.706
Jacob Brumfield\brumfja01,87/9D,62,170,25,40,2,19,1,19,0.235,0.307,0.353,0.66
Damon Buford\buforda01,8/D7,91,297,39,72,6,38,9,21,0.242,0.294,0.367,0.661
Jay Buhner\buhneja01,42981,87,266,37,59,14,38,0,69,0.222,0.388,0.421,0.809
Kirk Bullinger\bulliki01,/1,1,0,0,0,0,0,0,0,,,,
Dave Burba\burbada01,1,2,3,0,1,0,0,0,1,0.333,0.5,0.333,0.833
John Burkett\burkejo03,1,3,2,0,0,0,0,0,0,0,0,0,0
Ellis Burks\burksel01,9/D,120,390,73,110,31,96,7,69,0.282,0.394,0.569,0.964
A.J. Burnett\burnea.01,/1,7,17,1,2,0,0,0,0,0.118,0.118,0.118,0.235
Jeromy Burnitz*\burnije01,*9/D,130,467,87,126,33,103,7,91,0.27,0.402,0.561,0.963
Mike Busby\busbymi01,1,15,0,0,0,0,0,0,0,,,,
Homer Bush\bushho01,*46,128,485,69,155,5,55,32,21,0.32,0.353,0.421,0.774
Rich Butler*\butleri01,/97,7,20,2,3,0,0,0,2,0.15,0.227,0.2,0.427
Rob Butler*\butlero01,/D7,8,7,1,1,0,1,0,0,0.143,0.25,0.143,0.393
Paul Byrd\byrdpa01,1,30,55,6,7,0,4,0,5,0.127,0.2,0.127,0.327
Tim Byrdak*\byrdati01,1,2,2,1,1,0,0,0,0,0.5,0.5,1,1.5
Jolbert Cabrera\cabrejo02,8/4D7,30,37,6,7,0,0,3,1,0.189,0.231,0.216,0.447
Jose Cabrera\cabrejo01,1,24,0,0,0,0,0,0,0,,,,
Orlando Cabrera\cabreor01,6,104,382,48,97,8,39,2,18,0.254,0.293,0.403,0.696
Miguel Cairo\cairomi01,*4/D,120,465,61,137,3,36,22,24,0.295,0.335,0.368,0.703
Mickey Callaway\callami01,/1D,2,3,0,2,0,1,0,0,0.667,0.667,0.667,1.333
Mike Cameron\camermi01,*8,146,542,93,139,21,66,38,80,0.256,0.357,0.469,0.825
Ken Caminiti#\caminke01,5,78,273,45,78,13,56,6,46,0.286,0.386,0.476,0.862
Robinson Cancel\cancero01,2,15,44,5,8,0,5,0,2,0.182,0.234,0.227,0.461
Tom Candiotti\candito01,1,3,0,0,0,0,0,0,0,,,,
Tom Candiotti\candito01,/1,3,0,0,0,0,0,0,0,,,,
John Cangelosi#\cangejo01,/7,7,6,0,1,0,0,0,0,0.167,0.167,0.333,0.5
Jay Canizaro\canizja01,/4,12,18,5,8,1,9,1,1,0.444,0.474,0.722,1.196
Jose Canseco\cansejo01,D/7,113,430,75,120,34,95,3,58,0.279,0.369,0.563,0.931
Dan Carlson\carlsda01,/1,2,0,0,0,0,0,0,0,,,,
Buddy Carlyle*\carlybu01,/1,7,9,1,2,0,1,0,2,0.222,0.364,0.222,0.586
Rafael Carmona*\carmora01,/1,2,0,0,0,0,0,0,0,,,,
Chris Carpenter\carpech01,1,1,1,0,0,0,0,0,1,0,0.5,0,0.5
Hector Carrasco\carrahe01,1,2,0,0,0,0,0,0,0,,,,
Mike Caruso*\carusmi01,*6/D,136,529,60,132,2,35,12,20,0.25,0.28,0.297,0.577
Sean Casey*\caseyse01,*3/D,151,594,103,197,25,99,0,61,0.332,0.399,0.539,0.938
Vinny Castilla\castivi02,*5,158,615,83,169,33,102,2,53,0.275,0.331,0.478,0.809
Alberto Castillo\castial01,2,93,255,21,67,4,31,0,24,0.263,0.326,0.341,0.667
Luis Castillo#\castilu01,*4,128,487,76,147,0,28,50,67,0.302,0.384,0.366,0.75
Juan Castro\castrju01,/46,2,1,0,0,0,0,0,0,0,0,0,0
Ramon Castro\castrra01,2,24,67,4,12,2,4,0,10,0.179,0.282,0.328,0.61
Frank Catalanotto*\catalfr01,345/D,100,286,41,79,11,35,3,15,0.276,0.327,0.458,0.785
Mike Cather\cathemi01,/1,4,0,0,0,0,0,0,0,,,,
Domingo Cedeno#\cedendo01,16589,53,108,9,19,3,13,1,10,0.176,0.252,0.315,0.567
Domingo Cedeno#\cedendo01,16589,21,42,4,9,2,8,1,5,0.214,0.313,0.405,0.717
Domingo Cedeno#\cedendo01,42890,32,66,5,10,1,5,0,5,0.152,0.211,0.258,0.469
Roger Cedeno#\cedenro01,*987/4,155,453,90,142,4,36,66,60,0.313,0.396,0.408,0.804
Norm Charlton#\charlno01,1,3,0,0,0,0,0,0,0,,,,
Eric Chavez*\chaveer01,5/D6,115,356,47,88,13,50,1,46,0.247,0.333,0.427,0.76
Robinson Checo\checoro01,/1,9,3,0,1,0,2,0,0,0.333,0.333,0.333,0.667
Bruce Chen*\chenbr01,1,15,11,0,0,0,0,0,0,0,0,0,0
Jin Ho Cho\choji01,/1,1,1,0,0,0,0,0,0,0,0,0,0
Bobby Chouinard\chouibo01,1,30,3,0,0,0,0,0,0,0,0,0,0
McKay Christensen*\chrismc01,8,28,53,10,12,1,6,2,4,0.226,0.271,0.302,0.573
Ryan Christenson\chrisry01,8/D,106,268,41,56,4,24,7,38,0.209,0.305,0.306,0.611
Jason Christiansen\chrisja01,1,36,1,0,0,0,0,0,0,0,0,0,0
Jeff Cirillo\cirilje01,*5,157,607,98,198,15,88,7,75,0.326,0.401,0.461,0.862
Chris Clapinski#\clapich01,/5674D,36,56,6,13,0,2,1,9,0.232,0.348,0.321,0.67
Mark Clark\clarkma01,1,2,2,0,0,0,0,0,0,0,0,0,0
Tony Clark#\clarkto02,*3D,143,536,74,150,31,99,2,64,0.28,0.361,0.507,0.869
Will Clark*\clarkwi02,3/D,77,251,40,76,10,29,2,38,0.303,0.395,0.482,0.877
Royce Clayton\claytro01,*6,133,465,69,134,14,52,8,39,0.288,0.346,0.445,0.792
Roger Clemens\clemero02,1,2,4,0,0,0,0,0,0,0,0,0,0
Matt Clement\clemema01,1,30,52,7,4,0,1,0,4,0.077,0.143,0.077,0.22
Edgard Clemente\clemeed02,35643,57,162,24,41,8,25,0,7,0.253,0.282,0.488,0.77
Brad Clontz\clontbr01,1,51,3,0,0,0,0,0,0,0,0,0,0
Ken Cloude\cloudke01,1,3,2,0,0,0,0,0,0,0,0,0,0
Danny Clyburn\clybuda01,79/D,28,81,8,16,3,5,0,7,0.198,0.27,0.358,0.628
Mike Colangelo\colanmi01,/7,1,2,0,1,0,0,0,1,0.5,0.667,0.5,1.167
Greg Colbrunn\colbrgr01,3/5D,67,135,20,44,5,24,1,12,0.326,0.392,0.519,0.911
Michael Coleman\colemmi01,/87,2,5,1,1,0,0,0,1,0.2,0.333,0.2,0.533
Lou Collier\collilo01,2063408,74,135,18,35,2,21,3,14,0.259,0.325,0.37,0.695
Bartolo Colon\colonba01,1,2,7,0,1,0,0,0,0,0.143,0.143,0.143,0.286
David Cone*\coneda01,1,1,3,1,1,0,1,0,0,0.333,0.333,0.667,1
Jeff Conine\coninje01,3D/795,139,444,54,129,13,75,0,30,0.291,0.335,0.453,0.787
Dennis Cook*\cookde01,1,66,1,0,0,0,0,0,0,0,0,0,0
Brent Cookson\cooksbr01,/79,3,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4
Ron Coomer\coomero01,35/D9,127,467,53,123,16,65,2,30,0.263,0.307,0.424,0.731
Rocky Coppinger\coppiro01,1,31,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Rocky Coppinger\coppiro01,1,2,1,0,1,0,0,0,0,1,1,1,2
Rocky Coppinger\coppiro01,1,29,2,0,0,0,0,0,0,0,0,0,0
Trace Coquillette\coquitr01,42859,17,49,2,13,0,4,1,4,0.265,0.333,0.327,0.66
Alex Cora*\coraal01,/64,11,30,2,5,0,3,0,0,0.167,0.194,0.2,0.394
Archie Corbin\corbiar01,1,16,1,0,0,0,0,0,0,0,0,0,0
Wil Cordero\cordewi01,7D,54,194,35,58,8,32,2,15,0.299,0.364,0.5,0.864
Francisco Cordova\cordofr01,1,25,49,2,8,0,2,0,2,0.163,0.196,0.163,0.359
Marty Cordova\cordoma01,D9/7,124,425,62,121,14,70,13,48,0.285,0.365,0.464,0.828
Rheal Cormier*\cormirh01,1,6,0,0,0,0,0,0,0,,,,
Reid Cornelius\cornere01,/1,5,5,0,1,0,0,0,0,0.2,0.2,0.2,0.4
Jim Corsi\corsiji01,1,3,0,0,0,0,0,0,0,,,,
Jim Corsi\corsiji01,1,3,0,0,0,0,0,0,0,,,,
David Cortes\corteda01,/1,4,0,0,0,0,0,0,0,,,,
Craig Counsell*\counscr01,42831,87,174,24,38,0,11,1,14,0.218,0.274,0.259,0.532
Craig Counsell*\counscr01,4,37,66,4,10,0,2,0,5,0.152,0.211,0.167,0.378
Craig Counsell*\counscr01,42831,50,108,20,28,0,9,1,9,0.259,0.311,0.315,0.626
Darron Cox\coxda02,2,15,25,2,6,1,2,0,0,0.24,0.296,0.4,0.696
Steve Cox*\coxst01,/37,6,19,0,4,0,0,0,0,0.211,0.211,0.263,0.474
Tim Crabtree\crabtti01,1,3,0,0,0,0,0,0,0,,,,
Doug Creek*\creekdo01,/1,3,0,0,0,0,0,0,0,,,,
Tripp Cromer\crometr01,/465379,33,52,5,10,2,8,0,5,0.192,0.263,0.308,0.571
Rich Croushore\crousri01,1,56,3,1,1,0,0,0,1,0.333,0.5,0.333,0.833
Deivi Cruz\cruzde01,*6,155,518,64,147,13,58,1,12,0.284,0.302,0.427,0.729
Ivan Cruz*\cruziv01,/39,5,10,3,4,1,2,0,0,0.4,0.4,0.7,1.1
Jacob Cruz*\cruzja01,87/D9,32,88,14,29,3,17,0,5,0.33,0.368,0.511,0.88
Jose Cruz#\cruzjo02,42954,106,349,63,84,14,45,14,64,0.241,0.358,0.433,0.791
Nelson Cruz\cruzne01,1,2,0,0,0,0,0,0,0,,,,
Midre Cummings*\cummimi01,/D97,16,38,1,10,1,9,2,3,0.263,0.31,0.342,0.652
Will Cunnane\cunnawi01,1,22,3,0,0,0,0,0,0,0,0,0,0
Chad Curtis\curtich01,7D/89,96,195,37,51,5,24,8,43,0.262,0.398,0.369,0.767
Jeff D'Amico\d'amije01,/1,1,0,0,0,0,0,0,0,,,,
Omar Daal*\daalom01,1,30,69,8,16,0,4,0,2,0.232,0.254,0.261,0.514
Carl Dale\daleca01,/1,4,0,0,0,0,0,0,0,,,,
Mark Dalesandro\dalesma01,/2D5,16,27,3,5,0,1,1,0,0.185,0.207,0.185,0.392
Johnny Damon*\damonjo01,*7/8D9,145,583,101,179,14,77,36,67,0.307,0.379,0.477,0.856
Pat Daneker\danekpa01,/1,1,2,0,0,0,0,0,0,0,0,0,0
Vic Darensbourg*\darenvi01,1,54,0,0,0,0,0,0,1,,1,,
Mike Darr*\darrmi02,42986,25,48,6,13,2,3,2,5,0.271,0.34,0.417,0.756
Brian Daubach*\daubabr01,3D/75,110,381,61,112,21,73,0,36,0.294,0.36,0.562,0.921
Jeff DaVanon#\davanje02,/7D9,7,20,4,4,1,4,0,2,0.2,0.273,0.45,0.723
Joe Davenport\davenjo01,/1,1,0,0,0,0,0,0,0,,,,
Tom Davey\daveyto01,1,4,0,0,0,0,0,0,0,,,,
Tom Davey\daveyto01,1,4,0,0,0,0,0,0,0,,,,
Cleatus Davidson#\davidcl02,/46D,12,22,3,3,0,3,2,0,0.136,0.136,0.136,0.273
Ben Davis#\davisbe01,2,76,266,29,65,5,30,2,25,0.244,0.307,0.361,0.668
Chili Davis#\davisch01,*D,146,476,59,128,19,78,4,73,0.269,0.366,0.445,0.812
Eric Davis\daviser01,9/8D,58,191,27,49,5,30,5,30,0.257,0.359,0.403,0.762
Russ Davis\davisru01,*5/6,124,432,55,106,21,59,3,32,0.245,0.304,0.435,0.739
Tommy Davis\davisto03,/23,5,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333
Travis Dawkins\dawkitr01,/6,7,7,1,1,0,0,0,0,0.143,0.25,0.143,0.393
Valerio De Los Santos*\delosva01,/1,7,0,0,0,0,0,0,0,,,,
Steve Decker\deckest01,2/3D,28,63,5,15,0,5,0,13,0.238,0.372,0.333,0.705
Rick DeHart*\deharri01,/1,3,0,0,0,0,0,0,0,,,,
Mike DeJean\dejeami01,1,54,2,0,0,0,0,0,0,0,0,0,0
Miguel Del Toro\deltomi01,1,14,4,0,0,0,0,0,0,0,0,0,0
