Name,POS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
Garret Anderson*\anderga01,*78D,161,672,83,194,28,123,13,27,0.289,0.314,0.478,0.792
Jimmy Anderson*\anderji02,1,32,59,2,7,0,3,0,4,0.119,0.175,0.136,0.31
Marlon Anderson*\anderma02,*4,147,522,69,153,11,61,8,35,0.293,0.337,0.421,0.758
Matt Anderson\anderma01,1,4,0,0,0,0,0,0,0,,,,
Rick Ankiel*\ankieri01,/1,6,8,1,0,0,0,0,1,0,0.111,0,0.111
Kevin Appier\appieke01,1,31,62,4,7,0,4,0,1,0.113,0.141,0.113,0.254
Alex Arias\ariasal01,5346,70,137,19,31,2,12,1,17,0.226,0.312,0.336,0.648
Tony Armas\armasto02,1,32,53,2,8,0,4,0,0,0.151,0.151,0.17,0.321
Rolando Arrojo\arrojro01,1,3,4,0,0,0,0,0,0,0,0,0,0
Bronson Arroyo\arroybr01,1,23,21,0,1,0,1,0,1,0.048,0.087,0.048,0.135
Andy Ashby\ashbyan01,/1,3,2,1,1,0,1,0,1,0.5,0.667,0.5,1.167
Pedro Astacio\astacpe01,1,24,53,2,5,0,3,0,0,0.094,0.094,0.094,0.189
Pedro Astacio\astacpe01,1,20,42,2,4,0,3,0,0,0.095,0.095,0.095,0.19
Pedro Astacio\astacpe01,/1,4,11,0,1,0,0,0,0,0.091,0.091,0.091,0.182
Justin Atchley*\atchlju01,1,14,1,0,0,0,0,0,0,0,0,0,0
Rich Aurilia\aurilri01,*6,156,636,114,206,37,97,1,47,0.324,0.369,0.572,0.941
Brad Ausmus\ausmubr01,*2,128,422,45,98,5,34,4,30,0.232,0.284,0.341,0.625
Jeff Austin\austije01,1,2,0,0,0,0,0,0,0,,,,
Bruce Aven\avenbr01,/79,21,24,3,8,1,2,0,0,0.333,0.385,0.542,0.926
Manny Aybar\aybarma01,1,17,3,1,3,0,0,0,0,1,1,1,2
Benito Baez*\baezbe01,/1,8,1,0,0,0,0,0,0,0,0,0,0
Danys Baez\baezda01,1,4,0,0,0,0,0,0,0,,,,
Jeff Bagwell\bagweje01,*3,161,600,126,173,39,130,11,106,0.288,0.397,0.568,0.966
Cory Bailey\baileco01,1,4,0,0,0,0,0,0,0,,,,
Harold Baines*\baineha01,D,32,84,3,11,0,6,0,8,0.131,0.202,0.143,0.345
Paul Bako*\bakopa01,2,61,137,19,29,2,15,1,20,0.212,0.312,0.343,0.655
James Baldwin\baldwja01,1,13,28,0,2,0,1,0,0,0.071,0.071,0.107,0.179
James Baldwin\baldwja01,1,1,2,0,0,0,0,0,0,0,0,0,0
James Baldwin\baldwja01,1,12,26,0,2,0,1,0,0,0.077,0.077,0.115,0.192
Rod Barajas\barajro01,2,51,106,9,17,3,9,0,4,0.16,0.191,0.274,0.464
Glen Barker#\barkegl01,8,70,24,12,2,0,1,4,3,0.083,0.233,0.083,0.317
Andy Barkett*\barkean01,/739D,17,46,5,14,1,3,1,4,0.304,0.373,0.413,0.786
John Barnes\barnejo01,/97,9,21,1,1,0,0,0,1,0.048,0.13,0.048,0.178
Larry Barnes*\barnela01,42801,16,40,2,4,1,2,0,1,0.1,0.122,0.175,0.297
Michael Barrett\barremi01,*2,132,472,42,118,6,38,2,25,0.25,0.289,0.367,0.655
Kimera Bartee#\barteki01,/78,12,15,0,0,0,1,0,2,0,0.158,0,0.158
Miguel Batista\batismi01,1,46,32,2,2,0,0,0,2,0.063,0.118,0.063,0.18
Tony Batista\batisto01,5D6,156,579,70,138,25,87,5,32,0.238,0.28,0.435,0.715
Tony Batista\batisto01,5,72,271,29,56,13,45,0,13,0.207,0.251,0.399,0.649
Tony Batista\batisto01,D56,84,308,41,82,12,42,5,19,0.266,0.305,0.468,0.773
Danny Bautista\bautida01,98/7,100,222,26,67,5,26,3,14,0.302,0.346,0.437,0.783
Rod Beck\beckro01,1,4,1,0,0,0,0,0,0,0,0,0,0
Josh Beckett\beckejo02,/1,4,7,1,2,0,0,0,0,0.286,0.286,0.429,0.714
Joe Beimel*\beimejo01,1,41,26,3,7,0,0,0,1,0.269,0.296,0.269,0.566
Todd Belitz*\belitto01,/1,8,1,0,0,0,0,0,0,0,0,0,0
David Bell\bellda01,*5/3,135,470,62,122,15,64,2,28,0.26,0.303,0.415,0.718
Derek Bell\bellde01,28734,46,156,14,27,5,13,0,25,0.173,0.287,0.288,0.576
Jay Bell\bellja01,45/D,129,428,59,106,13,46,0,65,0.248,0.349,0.4,0.749
Rob Bell\bellro01,1,7,7,0,1,0,0,0,1,0.143,0.25,0.143,0.393
Rob Bell\bellro01,/1,7,7,0,1,0,0,0,1,0.143,0.25,0.143,0.393
Mark Bellhorn#\bellhma01,4/56D9,38,74,11,10,1,4,0,7,0.135,0.21,0.243,0.453
Ronnie Belliard\belliro01,4,101,364,69,96,11,36,5,35,0.264,0.335,0.453,0.788
Clay Bellinger\bellicl01,578/396D,51,81,12,13,5,12,1,4,0.16,0.207,0.383,0.59
Carlos Beltran#\beltrca01,*8/D,155,617,106,189,24,101,31,52,0.306,0.362,0.514,0.876
Adrian Beltre\beltrad01,*5/6,126,475,59,126,13,60,13,28,0.265,0.31,0.411,0.72
Marvin Benard*\benarma01,*897,129,392,70,104,15,44,10,29,0.265,0.32,0.439,0.759
Alan Benes\benesal01,/1,9,2,1,1,0,0,0,0,0.5,0.5,0.5,1
Andy Benes\benesan01,1,26,32,1,5,0,4,0,1,0.156,0.182,0.25,0.432
Armando Benitez\benitar01,1,71,1,0,0,0,1,0,0,0,0,0,0
Gary Bennett\bennega01,2,46,131,15,32,2,10,0,12,0.244,0.308,0.351,0.659
Gary Bennett\bennega01,2,26,75,8,16,1,6,0,9,0.213,0.294,0.32,0.614
Gary Bennett\bennega01,,1,1,0,1,0,0,0,0,1,1,1,2
Gary Bennett\bennega01,2,19,55,7,15,1,4,0,3,0.273,0.317,0.382,0.698
Jason Bere\bereja01,1,31,62,2,12,0,2,0,0,0.194,0.194,0.258,0.452
Dave Berg\bergda01,465,82,215,26,52,4,16,0,14,0.242,0.292,0.363,0.655
Brandon Berger\bergebr01,/7D,6,16,4,5,2,2,0,2,0.313,0.389,0.875,1.264
Peter Bergeron*\bergepe01,8,102,375,53,79,3,16,10,28,0.211,0.275,0.285,0.56
Lance Berkman#\berkmla01,*78/9,156,577,110,191,34,126,7,92,0.331,0.43,0.62,1.051
Angel Berroa\berroan01,6,15,53,8,16,0,4,2,3,0.302,0.339,0.34,0.679
Wilson Betemit#\betemwi01,/6,8,3,1,0,0,0,1,2,0,0.4,0,0.4
Dante Bichette\bicheda01,D79,107,391,45,112,12,49,2,20,0.286,0.325,0.46,0.786
Rocky Biddle\biddlro01,1,1,1,0,0,0,0,0,0,0,0,0,0
Nick Bierbrodt*\bierbni01,1,6,6,3,4,0,0,0,2,0.667,0.75,0.833,1.583
Nick Bierbrodt*\bierbni01,/1,6,6,3,4,0,0,0,2,0.667,0.75,0.833,1.583
Larry Bigbie*\bigbila01,89/7,47,131,15,30,2,11,4,17,0.229,0.318,0.321,0.638
Craig Biggio\biggicr01,*4/D,155,617,118,180,20,70,7,66,0.292,0.382,0.455,0.838
Willie Blair\blairwi01,/1,3,2,0,0,0,0,0,0,0,0,0,0
Casey Blake\blakeca01,/35D,19,37,3,9,1,4,3,4,0.243,0.317,0.351,0.668
Casey Blake\blakeca01,/5D3,13,22,1,7,0,2,1,3,0.318,0.4,0.364,0.764
Casey Blake\blakeca01,/3D,6,15,2,2,1,2,2,1,0.133,0.188,0.333,0.521
Henry Blanco\blanche01,2,104,314,33,66,6,31,3,34,0.21,0.29,0.344,0.634
Matt Blank*\blankma01,/1,4,8,0,4,0,1,0,0,0.5,0.5,0.625,1.125
Geoff Blum#\blumge01,5743/6,148,453,57,107,9,50,9,43,0.236,0.313,0.351,0.664
Hiram Bocachica\bocachi01,47/59,75,133,15,31,2,9,4,9,0.233,0.287,0.376,0.663
Brian Boehringer#\boehrbr01,1,26,3,0,0,0,0,0,0,0,0,0,0
Brian Boehringer#\boehrbr01,1,1,0,0,0,0,0,0,0,,,,
Brian Boehringer#\boehrbr01,1,25,3,0,0,0,0,0,0,0,0,0,0
Tim Bogar\bogarti01,/365,12,15,4,5,2,2,0,2,0.333,0.412,0.867,1.278
Brian Bohanon*\bohanbr01,1,20,31,3,10,0,3,0,1,0.323,0.344,0.452,0.795
Barry Bonds*\bondsba01,*7/D,153,476,129,156,73,137,13,177,0.328,0.515,0.863,1.379
Ricky Bones\bonesri01,1,59,2,0,1,0,1,0,0,0.5,0.333,0.5,0.833
Bobby Bonilla#\bonilbo01,3/97D1,93,174,17,37,5,21,1,23,0.213,0.308,0.339,0.647
Aaron Boone\booneaa01,5,103,381,54,112,14,62,6,29,0.294,0.351,0.483,0.834
Bret Boone\boonebr01,*4/D,158,623,118,206,37,141,5,40,0.331,0.372,0.578,0.95
Pedro Borbon\borbope02,1,4,0,0,0,0,0,0,0,,,,
Pat Borders\bordepa01,/2,5,6,1,3,0,0,0,0,0.5,0.5,0.5,1
Mike Bordick\bordimi01,6,58,229,32,57,7,30,9,17,0.249,0.314,0.397,0.711
Dave Borkowski\borkoda01,1,1,0,0,0,0,0,0,0,,,,
Joe Borowski\borowjo01,/1,1,0,0,0,0,0,0,0,,,,
Ricky Bottalico*\bottari01,1,64,3,1,1,0,1,0,0,0.333,0.333,0.667,1
Kent Bottenfield\botteke01,1,12,14,0,2,0,0,0,0,0.143,0.143,0.143,0.286
Chad Bradford\bradfch01,1,2,0,0,0,0,0,0,0,,,,
Milton Bradley#\bradlmi01,87/9D,77,238,22,53,1,19,8,21,0.223,0.288,0.332,0.62
Milton Bradley#\bradlmi01,87/9,67,220,19,49,1,19,7,19,0.223,0.288,0.336,0.624
Milton Bradley#\bradlmi01,/8D9,10,18,3,4,0,0,1,2,0.222,0.3,0.278,0.578
Darren Bragg*\braggda01,28734,23,61,5,16,0,5,3,4,0.262,0.318,0.377,0.695
Darren Bragg*\braggda01,28734,18,57,4,15,0,5,3,4,0.263,0.323,0.368,0.691
Darren Bragg*\braggda01,/9,5,4,1,1,0,0,0,0,0.25,0.25,0.5,0.75
Jeff Branson*\bransje01,/465,13,21,3,6,0,0,0,0,0.286,0.286,0.286,0.571
Russell Branyan*\branyru01,57/D9,113,315,48,73,20,54,1,38,0.232,0.316,0.486,0.802
Leslie Brea\breale01,/1,2,0,0,0,0,0,0,0,,,,
Chris Brock\brockch01,1,23,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Rico Brogna*\brognri01,3,72,206,15,51,3,21,3,14,0.248,0.297,0.335,0.632
Troy Brohawn*\brohatr01,1,57,1,0,0,0,0,0,0,0,0,0,0
Scott Brosius\brosisc01,*5/8,120,428,57,123,13,49,3,34,0.287,0.343,0.446,0.789
Jim Brower\broweji01,1,45,26,6,8,0,3,0,0,0.308,0.308,0.346,0.654
Adrian Brown#\brownad01,/8,8,31,3,6,1,2,2,3,0.194,0.265,0.29,0.555
Dee Brown*\brownde02,7D/89,106,380,39,93,7,40,5,22,0.245,0.286,0.35,0.636
Emil Brown\brownem01,29068,74,137,21,26,3,13,12,16,0.19,0.284,0.299,0.583
Emil Brown\brownem01,29068,61,123,18,25,3,13,10,15,0.203,0.3,0.325,0.625
Emil Brown\brownem01,/879,13,14,3,1,0,0,2,1,0.071,0.133,0.071,0.205
Kevin Brown\brownke01,1,20,36,2,3,1,2,0,0,0.083,0.154,0.167,0.321
Kevin Brown\brownke04,2,17,43,7,9,4,12,0,2,0.209,0.261,0.535,0.796
Roosevelt Brown*\brownro02,7/D98,39,83,13,22,4,22,0,7,0.265,0.326,0.506,0.832
Cliff Brumbaugh\brumbcl01,42985,21,46,6,10,1,4,0,3,0.217,0.265,0.326,0.591
Cliff Brumbaugh\brumbcl01,/97,7,10,1,0,0,0,0,1,0,0.091,0,0.091
Cliff Brumbaugh\brumbcl01,/97,14,36,5,10,1,4,0,2,0.278,0.316,0.417,0.732
Brian Buchanan\buchabr01,9D/7,69,197,28,54,10,32,1,19,0.274,0.342,0.487,0.83
Mike Buddie\buddimi01,1,31,4,1,1,0,0,0,0,0.25,0.25,0.25,0.5
Mark Buehrle*\buehrma01,1,1,3,0,0,0,0,0,1,0,0.25,0,0.25
Damon Buford\buforda01,42956,35,85,11,15,3,8,0,4,0.176,0.213,0.306,0.519
Jay Buhner\buhneja01,7/D9,19,45,4,10,2,5,0,8,0.222,0.34,0.4,0.74
Dave Burba\burbada01,1,3,2,1,0,0,0,0,0,0,0,0,0
Jamie Burke\burkeja02,/23D,9,5,1,1,0,0,0,0,0.2,0.2,0.2,0.4
John Burkett\burkejo03,1,32,65,2,6,0,1,0,3,0.092,0.132,0.092,0.225
Morgan Burkhart#\burkhmo01,/D3,11,33,3,6,1,4,0,1,0.182,0.206,0.303,0.509
Ellis Burks\burksel01,D7/9,124,439,83,123,28,74,5,62,0.28,0.369,0.542,0.911
A.J. Burnett\burnea.01,1,25,50,0,4,0,0,0,1,0.08,0.115,0.1,0.215
Jeromy Burnitz*\burnije01,*9,154,562,104,141,34,100,0,80,0.251,0.347,0.504,0.851
Pat Burrell\burrepa01,*7/D,155,539,70,139,27,89,2,70,0.258,0.346,0.469,0.816
Homer Bush\bushho01,4,78,271,32,83,3,27,13,8,0.306,0.336,0.387,0.723
Brent Butler\butlebr02,46/5,53,119,17,29,1,14,1,7,0.244,0.287,0.345,0.631
Paul Byrd\byrdpa01,1,6,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333
Paul Byrd\byrdpa01,/1,4,2,0,1,0,0,0,0,0.5,0.5,0.5,1
Paul Byrd\byrdpa01,1,2,4,0,0,0,0,0,0,0,0,0,0
Eric Byrnes\byrneer01,/7D98,19,38,9,9,3,5,1,4,0.237,0.326,0.5,0.826
Jolbert Cabrera\cabrejo02,784596/D,141,287,50,75,1,38,10,16,0.261,0.312,0.348,0.66
Jose Cabrera\cabrejo01,1,53,1,0,0,0,0,0,0,0,0,0,0
Orlando Cabrera\cabreor01,*6,162,626,64,173,14,96,19,43,0.276,0.324,0.428,0.752
Miguel Cairo\cairomi01,54/763,93,156,25,46,3,16,2,18,0.295,0.366,0.417,0.782
Miguel Cairo\cairomi01,54/6,66,123,20,35,2,9,2,16,0.285,0.364,0.374,0.738
Miguel Cairo\cairomi01,/74536,27,33,5,11,1,7,0,2,0.333,0.371,0.576,0.947
Mike Cameron\camermi01,*8/D,150,540,99,144,25,110,34,69,0.267,0.353,0.48,0.832
Ken Caminiti#\caminke01,53/D,118,356,36,81,15,41,0,43,0.228,0.312,0.407,0.719
Ken Caminiti#\caminke01,5,54,185,24,43,9,25,0,22,0.232,0.318,0.432,0.75
Ken Caminiti#\caminke01,35/D,64,171,12,38,6,16,0,21,0.222,0.306,0.38,0.686
Jose Canseco\cansejo01,D/9,76,256,46,66,16,49,2,45,0.258,0.366,0.477,0.843
Javier Cardona\cardoja01,2/D,46,96,10,25,1,10,0,2,0.26,0.28,0.375,0.655
Chris Carpenter\carpech01,1,3,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333
Giovanni Carrara\carragi01,1,44,12,1,3,0,0,0,0,0.25,0.25,0.25,0.5
Hector Carrasco\carrahe01,1,3,0,0,0,0,0,0,0,,,,
Raul Casanova#\casanra01,2/D,71,192,21,50,11,33,0,12,0.26,0.303,0.484,0.787
Sean Casey*\caseyse01,*3/D,145,533,69,165,13,89,3,43,0.31,0.369,0.458,0.827
Vinny Castilla\castivi02,*5/6,146,538,69,140,25,91,1,35,0.26,0.308,0.467,0.775
Vinny Castilla\castivi02,5,24,93,7,20,2,9,0,3,0.215,0.247,0.344,0.592
Vinny Castilla\castivi02,*5/6,122,445,62,120,23,82,1,32,0.27,0.32,0.492,0.812
Alberto Castillo\castial01,2,66,131,9,26,1,4,1,7,0.198,0.255,0.252,0.507
Frank Castillo\castifr01,1,1,2,0,0,0,0,0,0,0,0,0,0
Luis Castillo#\castilu01,*4,134,537,76,141,2,45,33,67,0.263,0.344,0.341,0.685
Juan Castro\castrju01,645/3,96,242,27,54,3,13,0,13,0.223,0.261,0.302,0.562
Ramon Castro\castrra01,/2,7,11,0,2,0,1,0,1,0.182,0.25,0.182,0.432
Frank Catalanotto*\catalfr01,7945/3D,133,463,77,153,11,54,15,39,0.33,0.391,0.49,0.882
Roger Cedeno#\cedenro01,*89/D,131,523,79,153,6,48,55,36,0.293,0.337,0.396,0.733
Shawn Chacon\chacosh01,1,26,47,2,2,0,1,0,0,0.043,0.063,0.043,0.105
Norm Charlton#\charlno01,1,1,0,0,0,0,0,0,0,,,,
Endy Chavez*\chaveen01,32690,29,77,4,16,0,5,0,3,0.208,0.238,0.234,0.471
Eric Chavez*\chaveer01,*5/3D6,151,552,91,159,32,114,8,41,0.288,0.338,0.54,0.878
Bruce Chen*\chenbr01,1,26,47,1,6,0,0,0,0,0.128,0.128,0.128,0.255
Bruce Chen*\chenbr01,1,15,28,1,3,0,0,0,0,0.107,0.107,0.107,0.214
Bruce Chen*\chenbr01,1,11,19,0,3,0,0,0,0,0.158,0.158,0.158,0.316
Scott Chiasson\chiassc01,/1,6,0,0,0,0,0,0,0,,,,
Randy Choate*\choatra01,1,5,3,0,0,0,0,0,0,0,0,0,0
Bobby Chouinard\chouibo01,/1,8,0,0,0,0,0,0,0,,,,
McKay Christensen*\chrismc01,42954,35,53,7,17,1,7,3,3,0.321,0.4,0.415,0.815
McKay Christensen*\chrismc01,/8,7,4,0,1,0,0,0,0,0.25,0.4,0.25,0.65
McKay Christensen*\chrismc01,42954,28,49,7,16,1,7,3,3,0.327,0.4,0.429,0.829
Ryan Christenson\chrisry01,/798D,26,8,4,1,0,1,1,1,0.125,0.222,0.25,0.472
Ryan Christenson\chrisry01,/98D7,7,4,1,0,0,0,0,0,0,0,0,0
Ryan Christenson\chrisry01,/78,19,4,3,1,0,1,1,1,0.25,0.4,0.5,0.9
Jason Christiansen\chrisja01,1,53,0,0,0,0,0,0,0,,,,
Jason Christiansen\chrisja01,1,28,0,0,0,0,0,0,0,,,,
Jason Christiansen\chrisja01,1,25,0,0,0,0,0,0,0,,,,
Tim Christman*\christi01,/1,1,0,0,0,0,0,0,0,,,,
Alex Cintron#\cintral01,/6,8,7,0,2,0,0,0,0,0.286,0.286,0.571,0.857
Jeff Cirillo\cirilje01,*5,138,528,72,165,17,83,12,43,0.313,0.364,0.473,0.838
Stubby Clapp*\clappst01,/47,23,25,0,5,0,1,0,1,0.2,0.231,0.28,0.511
Brady Clark\clarkbr02,79/8D,89,129,22,34,6,18,4,22,0.264,0.373,0.426,0.799
Jermaine Clark*\clarkje02,/D,3,0,1,0,0,0,0,0,,,,
Tony Clark#\clarkto02,3D,126,428,67,123,16,75,0,62,0.287,0.374,0.481,0.856
Royce Clayton\claytro01,*6,135,433,62,114,9,60,10,33,0.263,0.315,0.393,0.708
Roger Clemens\clemero02,1,1,2,0,0,0,0,0,0,0,0,0,0
Matt Clement\clemema01,1,31,50,2,4,0,0,0,3,0.08,0.132,0.08,0.212
Tony Cogan*\coganto01,1,4,0,0,0,0,0,0,0,,,,
Dave Coggin\coggida01,1,17,33,1,2,0,1,0,2,0.061,0.114,0.091,0.205
Mike Colangelo\colanmi01,78/9,50,91,10,22,2,8,0,8,0.242,0.31,0.407,0.717
Greg Colbrunn\colbrgr01,35,59,97,12,28,4,18,0,9,0.289,0.373,0.495,0.868
Michael Coleman\colemmi01,/8D97,12,38,5,8,1,7,0,0,0.211,0.205,0.289,0.495
Lou Collier\collilo01,578/D,50,127,19,32,2,14,5,17,0.252,0.34,0.378,0.718
Bartolo Colon\colonba01,1,2,7,0,1,0,0,0,0,0.143,0.143,0.143,0.286
David Cone*\coneda01,1,1,1,0,0,0,0,0,0,0,0,0,0
Jeff Conine\coninje01,3759D,139,524,75,163,14,97,12,64,0.311,0.386,0.443,0.829
Jason Conti*\contija01,/9,5,4,1,1,0,0,0,1,0.25,0.4,0.25,0.65
Dennis Cook*\cookde01,1,59,1,0,0,0,0,0,0,0,0,0,0
Dennis Cook*\cookde01,1,40,1,0,0,0,0,0,0,0,0,0,0
Dennis Cook*\cookde01,1,19,0,0,0,0,0,0,0,,,,
Mike Coolbaugh\coolbmi01,42861,39,70,10,14,2,7,0,5,0.2,0.273,0.371,0.644
Ron Coomer\coomero01,53/D,111,349,25,91,8,53,0,29,0.261,0.316,0.39,0.706
Rocky Coppinger\coppiro01,/1,8,5,0,0,0,1,0,0,0,0,0,0
Alex Cora*\coraal01,*6/4,134,405,38,88,4,29,0,31,0.217,0.285,0.306,0.591
Wil Cordero\cordewi01,73D/9,89,268,30,67,4,21,0,22,0.25,0.313,0.343,0.656
Marty Cordova\cordoma01,79/D8,122,409,61,123,20,69,0,23,0.301,0.348,0.506,0.855
Mark Corey\coreyma02,/1,2,0,0,0,0,0,0,0,,,,
Rheal Cormier*\cormirh01,1,55,1,0,0,0,0,0,0,0,0,0,0
Humberto Cota\cotahu01,/2,7,9,0,2,0,1,0,0,0.222,0.222,0.222,0.444
Craig Counsell*\counscr01,645/3,141,458,76,126,4,38,6,61,0.275,0.359,0.362,0.721
Steve Cox*\coxst01,3/7D9,108,342,37,88,12,51,2,24,0.257,0.323,0.427,0.75
Tim Crabtree\crabtti01,1,3,0,0,0,0,0,0,0,,,,
Joe Crede\credejo01,5,17,50,1,11,0,7,1,3,0.22,0.273,0.28,0.553
Doug Creek*\creekdo01,1,4,0,0,0,0,0,0,0,,,,
Cesar Crespo#\crespce01,48/7596,55,153,27,32,4,12,6,25,0.209,0.32,0.327,0.647
Felipe Crespo#\crespfe01,3/74D9,73,107,9,20,4,15,1,11,0.187,0.266,0.355,0.621
Felipe Crespo#\crespfe01,3/4D9,40,66,8,13,4,10,1,7,0.197,0.286,0.394,0.68
Felipe Crespo#\crespfe01,/734,33,41,1,7,0,5,0,4,0.171,0.234,0.293,0.527
Jack Cressend\cressja01,1,6,0,0,0,0,0,0,0,,,,
D.T. Cromer*\cromed.01,/3D,50,57,7,16,5,12,0,3,0.281,0.302,0.596,0.898
Deivi Cruz\cruzde01,*6/5,110,414,39,106,7,52,4,17,0.256,0.291,0.379,0.67
Jacob Cruz*\cruzja01,789,72,144,19,31,4,18,0,15,0.215,0.303,0.333,0.636
Jacob Cruz*\cruzja01,35643,28,68,12,15,3,11,0,5,0.221,0.303,0.412,0.714
Jacob Cruz*\cruzja01,35977,44,76,7,16,1,7,0,10,0.211,0.303,0.263,0.567
Jose Cruz#\cruzjo02,*87/D,146,577,92,158,34,88,32,45,0.274,0.326,0.53,0.857
Juan Cruz\cruzju02,/1,11,16,0,2,0,1,0,0,0.125,0.125,0.125,0.25
Nelson Cruz\cruzne01,1,62,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333
Darwin Cubillan\cubilda01,1,26,0,0,0,0,0,0,0,,,,
Michael Cuddyer\cuddymi01,/35D,8,18,1,4,0,1,1,2,0.222,0.3,0.333,0.633
Midre Cummings*\cummimi01,/79,20,20,1,6,0,1,0,0,0.3,0.286,0.35,0.636
Will Cunnane\cunnawi01,1,31,7,0,0,0,0,0,0,0,0,0,0
Chad Curtis\curtich01,87/9D,38,115,24,29,3,10,7,14,0.252,0.338,0.357,0.695
Jack Cust*\custja01,/7,3,2,0,1,0,0,0,1,0.5,0.667,0.5,1.167
Jeff D'Amico\d'amije01,1,10,15,0,1,0,0,0,2,0.067,0.176,0.2,0.376
Omar Daal*\daalom01,1,30,55,7,13,0,5,0,1,0.236,0.25,0.255,0.505
Mark Dalesandro\dalesma01,/2,1,0,0,0,0,0,0,0,,,,
Johnny Damon*\damonjo01,*87/9,155,644,108,165,9,49,27,61,0.256,0.324,0.363,0.687
Vic Darensbourg*\darenvi01,1,55,0,0,0,0,0,0,0,,,,
Mike Darr*\darrmi02,98/7,105,289,36,80,2,34,6,39,0.277,0.363,0.349,0.712
Brian Daubach*\daubabr01,35490,122,407,54,107,22,71,1,53,0.263,0.35,0.509,0.859
Jeff DaVanon#\davanje02,98/D,40,88,7,17,5,9,1,11,0.193,0.28,0.409,0.689
Joe Davenport\davenjo01,/1,7,1,0,1,0,0,0,0,1,1,1,2
Tom Davey\daveyto01,1,37,0,0,0,0,0,0,1,,1,,
Ben Davis#\davisbe01,*2/3,138,448,56,107,11,57,4,66,0.239,0.337,0.357,0.694
Doug Davis\davisdo02,1,2,3,0,0,0,0,0,0,0,0,0,0
Eric Davis\daviser01,9/D,74,156,17,32,4,22,1,13,0.205,0.269,0.365,0.634
Kane Davis\daviska01,1,57,5,0,0,0,0,0,0,0,0,0,0
Lance Davis\davisla01,1,20,33,3,4,0,2,0,0,0.121,0.121,0.152,0.273
Russ Davis\davisru01,5/D,53,167,16,43,7,17,1,17,0.257,0.326,0.473,0.799
Tomas de la Rosa\delarto01,,1,1,0,0,0,0,0,0,0,0,0,0
Valerio De Los Santos*\delosva01,/1,1,0,0,0,0,0,0,0,,,,
Mike DeJean\dejeami01,1,72,3,0,0,0,0,0,0,0,0,0,0
Carlos Delgado*\delgaca01,*3,162,574,102,160,39,102,3,111,0.279,0.408,0.54,0.948
Wilson Delgado#\delgawi01,/654,14,25,1,3,0,1,0,3,0.12,0.214,0.12,0.334
