Name,POS,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
Jeff Abbott\abbotje01,897/D,89,244,33,68,12,41,3,9,0.279,0.298,0.492,0.79
Kurt Abbott\abbotku01,6/7495D,77,194,26,51,5,24,2,12,0.263,0.308,0.418,0.726
Kurt Abbott\abbotku01,6/7D59,35,123,17,33,2,9,2,10,0.268,0.326,0.39,0.716
Kurt Abbott\abbotku01,/46975D,42,71,9,18,3,15,0,2,0.254,0.276,0.465,0.741
Bobby Abreu*\abreubo01,*9,151,497,68,155,17,74,19,84,0.312,0.409,0.497,0.906
Juan Acevedo\aceveju01,1,48,17,2,3,0,0,0,1,0.176,0.222,0.235,0.458
Terry Adams\adamste01,1,61,1,0,0,0,0,0,0,0,0,0,0
Joel Adamson*\adamsjo02,/1,5,7,0,3,0,1,0,0,0.429,0.429,0.571,1
Benny Agbayani\agbaybe01,/987,11,15,1,2,0,0,0,1,0.133,0.188,0.133,0.321
Rick Aguilera\aguilri01,1,5,0,0,0,0,0,0,0,,,,
Scott Aldred*\aldresc01,1,2,0,0,0,0,0,0,0,,,,
Manny Alexander\alexama02,645/D7,108,264,34,60,5,25,4,18,0.227,0.278,0.33,0.608
Antonio Alfonseca\alfonan01,1,56,4,0,0,0,0,0,0,0,0,0,0
Edgardo Alfonzo\alfoned01,*5/6,144,557,94,155,17,78,8,65,0.278,0.355,0.427,0.782
Luis Alicea#\alicelu01,45D/7,101,259,51,71,6,33,4,37,0.274,0.372,0.425,0.796
Jermaine Allensworth\allenje01,*89/7,133,360,54,98,5,31,15,28,0.272,0.344,0.386,0.73
Jermaine Allensworth\allenje01,89/7,103,287,39,83,5,28,8,19,0.289,0.349,0.415,0.764
Jermaine Allensworth\allenje01,8,69,233,30,72,3,24,8,17,0.309,0.372,0.429,0.801
Jermaine Allensworth\allenje01,35643,30,73,15,15,0,3,7,9,0.205,0.326,0.274,0.6
Jermaine Allensworth\allenje01,32021,34,54,9,11,2,4,0,2,0.204,0.246,0.352,0.597
Roberto Alomar#\alomaro01,*4/D,147,588,86,166,14,56,18,59,0.282,0.347,0.418,0.765
Sandy Alomar\alomasa02,*2/D,117,409,45,96,6,44,0,18,0.235,0.27,0.352,0.622
Moises Alou\aloumo01,*7/8D,159,584,104,182,38,124,11,84,0.312,0.399,0.582,0.981
Gabe Alvarez\alvarga01,5/D,58,199,16,46,5,29,1,18,0.231,0.299,0.362,0.66
Rich Amaral\amarari01,74/93D85,73,134,25,37,1,4,11,13,0.276,0.342,0.343,0.686
Ruben Amaro#\amaroru02,35977,92,107,7,20,1,10,0,6,0.187,0.224,0.262,0.486
Brady Anderson*\anderbr01,*8/D,133,479,84,113,18,51,21,75,0.236,0.356,0.42,0.776
Brian Anderson#\anderbr02,1,33,66,6,7,0,0,1,3,0.106,0.145,0.106,0.251
Garret Anderson*\anderga01,*97,156,622,62,183,15,79,8,29,0.294,0.325,0.455,0.78
Marlon Anderson*\anderma02,/4,17,43,4,14,1,4,2,1,0.326,0.333,0.465,0.798
Matt Anderson\anderma01,1,2,0,0,0,0,0,0,0,,,,
Shane Andrews\andresh01,*5,150,492,48,117,25,69,1,58,0.238,0.314,0.455,0.769
Luis Andujar\andujlu01,/1,1,0,0,0,0,0,0,0,,,,
Alex Arias\ariasal01,19876,56,133,17,39,1,16,2,13,0.293,0.358,0.376,0.734
George Arias\ariasge01,42858,20,36,4,7,1,4,0,3,0.194,0.293,0.361,0.654
Rolando Arrojo\arrojro01,1,1,3,0,0,0,0,0,0,0,0,0,0
Andy Ashby\ashbyan01,1,32,72,1,8,0,2,0,2,0.111,0.135,0.139,0.274
Billy Ashley\ashlebi01,/D37,13,24,3,7,3,7,0,2,0.292,0.346,0.792,1.138
Paul Assenmacher*\assenpa01,1,5,0,0,0,0,0,0,0,,,,
Pedro Astacio\astacpe01,1,34,62,4,8,0,3,0,0,0.129,0.156,0.161,0.318
Rich Aurilia\aurilri01,*6,122,413,54,110,9,49,3,31,0.266,0.319,0.407,0.726
Brad Ausmus\ausmubr01,*2,128,412,62,111,6,45,10,53,0.269,0.356,0.357,0.713
Steve Avery*\averyst01,1,6,1,2,0,0,0,0,0,0,0,0,0
Bobby Ayala\ayalabo01,1,4,0,0,0,0,0,0,0,,,,
Manny Aybar\aybarma01,1,18,27,4,6,1,3,0,0,0.222,0.222,0.333,0.556
Carlos Baerga#\baergca01,*4,147,511,46,136,7,53,0,24,0.266,0.303,0.364,0.667
Jeff Bagwell\bagweje01,*3,147,540,124,164,34,111,19,109,0.304,0.424,0.557,0.981
Scott Bailes*\bailesc01,1,3,0,0,0,0,0,0,0,,,,
Cory Bailey\baileco01,/1,5,0,0,0,0,0,0,0,,,,
Harold Baines*\baineha01,D,104,293,40,88,9,57,0,32,0.3,0.369,0.451,0.819
Paul Bako*\bakopa01,2,96,305,23,83,3,30,1,23,0.272,0.319,0.348,0.667
James Baldwin\baldwja01,1,3,2,0,0,0,0,0,0,0,0,0,0
Jeff Ball\ballje01,/3,2,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Brian Banks#\banksbr01,/2357,24,24,3,7,1,5,0,4,0.292,0.393,0.5,0.893
Willie Banks\bankswi01,1,31,1,0,0,0,0,0,0,0,0,0,0
Willie Banks\bankswi01,1,31,1,0,0,0,0,0,0,0,0,0,0
Michael Barrett\barremi01,/52,8,23,3,7,1,2,0,3,0.304,0.407,0.522,0.929
Manuel Barrios\barrima01,/1,3,0,0,0,0,0,0,0,,,,
Manuel Barrios\barrima01,/1,2,0,0,0,0,0,0,0,,,,
Manuel Barrios\barrima01,/1,1,0,0,0,0,0,0,0,,,,
Jeff Barry#\barryje01,/897,15,34,4,6,0,2,0,2,0.176,0.216,0.206,0.422
Kimera Bartee#\barteki01,87D/9,57,98,20,19,3,15,9,6,0.194,0.238,0.357,0.595
Jason Bates#\batesja01,20546,53,74,10,14,0,3,0,8,0.189,0.268,0.23,0.498
Miguel Batista\batismi01,1,51,32,0,0,0,0,0,0,0,0,0,0
Tony Batista\batisto01,465,106,293,46,80,18,41,1,18,0.273,0.318,0.519,0.836
Justin Baughman\baughju01,4/6D,63,196,24,50,1,20,10,6,0.255,0.277,0.327,0.603
Danny Bautista\bautida01,7/98D,82,144,17,36,3,17,1,7,0.25,0.281,0.389,0.67
Trey Beamon*\beamotr01,D/79,28,42,4,11,0,2,1,5,0.262,0.34,0.357,0.698
Rod Beck\beckro01,1,77,1,0,0,0,0,0,0,0,0,0,0
Rich Becker*\beckeri01,987/D,128,213,37,42,6,21,5,43,0.197,0.337,0.324,0.661
Rich Becker*\beckeri01,789,49,100,15,19,3,10,3,21,0.19,0.331,0.36,0.691
Rich Becker*\beckeri01,98/7D,79,113,22,23,3,11,2,22,0.204,0.343,0.292,0.635
Matt Beech*\beechma01,1,20,33,2,5,0,2,0,0,0.152,0.152,0.152,0.303
Tim Belcher\belchti01,1,2,5,1,1,0,0,0,0,0.2,0.2,0.2,0.4
Stan Belinda\belinst01,1,40,1,0,0,0,0,0,0,0,0,0,0
David Bell\bellda01,*45/376,132,429,48,117,10,49,0,27,0.273,0.315,0.422,0.737
David Bell\bellda01,*45/376,128,420,48,115,10,49,0,27,0.274,0.317,0.424,0.741
David Bell\bellda01,/54,4,9,0,2,0,0,0,0,0.222,0.222,0.333,0.556
David Bell\bellda01,4/536,107,340,37,89,10,41,0,22,0.262,0.306,0.424,0.73
David Bell\bellda01,4/357,21,80,11,26,0,8,0,5,0.325,0.365,0.425,0.79
Derek Bell\bellde01,*9,156,630,111,198,22,108,13,51,0.314,0.364,0.49,0.855
Jay Bell\bellja01,*64,155,549,79,138,20,67,3,81,0.251,0.353,0.432,0.785
Albert Belle\belleal01,*7/D,163,609,113,200,49,152,6,81,0.328,0.399,0.655,1.055
Mark Bellhorn#\bellhma01,/5D64,11,12,1,1,0,1,2,3,0.083,0.313,0.167,0.479
Rafael Belliard\bellira01,/6,7,20,1,5,0,1,0,0,0.25,0.25,0.25,0.5
Ronnie Belliard\belliro01,/4,8,5,1,1,0,0,0,0,0.2,0.2,0.2,0.4
Carlos Beltran#\beltrca01,8,14,58,12,16,0,7,3,3,0.276,0.317,0.466,0.783
Rigo Beltran*\beltrri01,/1,7,1,0,0,0,0,0,0,0,0,0,0
Adrian Beltre\beltrad01,42861,77,195,18,42,7,22,3,14,0.215,0.278,0.369,0.648
Marvin Benard*\benarma01,97/8D,121,286,41,92,3,36,11,34,0.322,0.396,0.434,0.83
Andy Benes\benesan01,1,33,65,8,11,1,3,0,6,0.169,0.25,0.262,0.512
Armando Benitez\benitar01,1,6,0,0,0,0,0,0,0,,,,
Yamil Benitez\benitya01,79/D,91,206,17,41,9,30,2,14,0.199,0.262,0.374,0.636
Mike Benjamin\benjami01,4653/D,124,349,46,95,4,39,3,15,0.272,0.312,0.372,0.684
Gary Bennett\bennega01,/2,9,31,4,9,0,3,0,5,0.29,0.378,0.29,0.669
Shayne Bennett\bennesh01,1,58,6,0,0,0,0,0,1,0,0.143,0,0.143
Jason Bere\bereja01,1,10,14,0,0,0,0,0,1,0,0.067,0,0.067
Jason Bere\bereja01,1,1,0,0,0,0,0,0,0,,,,
Jason Bere\bereja01,/1,9,14,0,0,0,0,0,1,0,0.067,0,0.067
Dave Berg\bergda01,456,81,182,18,57,2,21,3,26,0.313,0.393,0.407,0.8
Sean Bergman\bergmse01,1,30,60,3,5,0,4,0,0,0.083,0.083,0.117,0.2
Geronimo Berroa\berroge01,D7/9,72,191,23,43,1,13,1,24,0.225,0.318,0.298,0.616
Geronimo Berroa\berroge01,7/D,20,65,6,13,0,3,1,7,0.2,0.278,0.277,0.555
Geronimo Berroa\berroge01,D/79,52,126,17,30,1,10,0,17,0.238,0.338,0.31,0.647
Sean Berry\berryse01,5/D,102,299,48,94,13,52,3,31,0.314,0.387,0.508,0.895
Brian Bevil\bevilbr01,1,2,0,0,0,0,0,0,0,,,,
Dante Bichette\bicheda01,*79/D,161,662,97,219,22,122,14,28,0.331,0.357,0.509,0.866
Steve Bieser*\biesest01,/7,13,11,2,3,0,1,0,2,0.273,0.385,0.364,0.748
Craig Biggio\biggicr01,*4/D,160,646,123,210,20,88,50,64,0.325,0.403,0.503,0.906
Willie Blair\blairwi01,1,34,52,3,5,0,0,0,3,0.096,0.145,0.096,0.242
Willie Blair\blairwi01,1,23,48,3,4,0,0,0,1,0.083,0.102,0.083,0.185
Willie Blair\blairwi01,1,11,4,0,1,0,0,0,2,0.25,0.5,0.25,0.75
Jeff Blauser\blausje01,6,119,361,49,79,4,26,2,60,0.219,0.34,0.299,0.639
Mike Blowers\blowemi01,*5/3D,129,409,56,97,11,71,1,39,0.237,0.302,0.386,0.689
Doug Bochtler\bochtdo01,1,1,0,0,0,0,0,0,0,,,,
Brian Boehringer#\boehrbr01,1,53,7,0,0,0,0,0,1,0,0.125,0,0.125
Tim Bogar\bogarti01,645/D,79,156,12,24,1,8,2,9,0.154,0.208,0.212,0.42
Wade Boggs*\boggswa01,5D,123,435,51,122,7,52,3,46,0.28,0.348,0.4,0.748
Brian Bohanon*\bohanbr01,1,37,43,1,12,0,5,0,2,0.279,0.311,0.372,0.683
Brian Bohanon*\bohanbr01,1,23,14,1,6,0,3,0,0,0.429,0.429,0.5,0.929
Brian Bohanon*\bohanbr01,1,14,29,0,6,0,2,0,2,0.207,0.258,0.31,0.568
Frank Bolick#\bolicfr01,/D539,21,45,3,7,1,2,0,11,0.156,0.321,0.267,0.588
Barry Bonds*\bondsba01,*7,156,552,120,167,37,122,28,130,0.303,0.438,0.609,1.047
Ricky Bones\bonesri01,1,2,1,0,0,0,0,0,0,0,0,0,0
Bobby Bonilla#\bonilbo01,57,100,333,39,83,11,45,1,41,0.249,0.326,0.387,0.714
Bobby Bonilla#\bonilbo01,5,28,97,11,27,4,15,0,12,0.278,0.355,0.454,0.808
Bobby Bonilla#\bonilbo01,57,72,236,28,56,7,30,1,29,0.237,0.315,0.36,0.675
Aaron Boone\booneaa01,16923,58,181,24,51,2,28,6,15,0.282,0.35,0.409,0.759
Bret Boone\boonebr01,*4,157,583,76,155,24,95,6,48,0.266,0.324,0.458,0.782
Josh Booty\bootyjo01,/5,7,19,0,3,0,3,0,3,0.158,0.273,0.211,0.483
Pat Borders\bordepa01,42771,54,160,12,38,0,6,0,10,0.238,0.289,0.275,0.564
Mike Bordick\bordimi01,*6,151,465,59,121,13,51,6,39,0.26,0.328,0.411,0.739
Toby Borland\borlato02,/1,5,0,0,0,0,0,0,0,,,,
Joe Borowski\borowjo01,/1,1,0,0,0,0,0,0,0,,,,
Shawn Boskie\boskish01,/1,5,4,1,0,0,0,0,1,0,0.2,0,0.2
Ricky Bottalico*\bottari01,1,38,0,0,0,0,0,0,0,,,,
Kent Bottenfield\botteke01,1,42,34,3,3,0,2,0,0,0.088,0.088,0.088,0.176
Rafael Bournigal\bournra01,46/D,85,209,23,47,1,19,6,10,0.225,0.265,0.292,0.556
Darren Bragg*\braggda01,*98/7D,129,409,51,114,8,57,5,42,0.279,0.351,0.423,0.774
Jeff Branson*\bransje01,45/36,63,100,6,20,1,9,0,3,0.2,0.221,0.29,0.511
Jeff Brantley\brantje01,1,46,0,0,0,0,0,0,0,,,,
Russell Branyan*\branyru01,/5,1,4,0,0,0,0,0,0,0,0,0,0
Brent Brede*\bredebr01,973/D,98,212,23,48,2,17,1,24,0.226,0.311,0.325,0.636
Billy Brewer*\brewebi01,/1,2,0,0,0,0,0,0,0,,,,
Doug Brocail*\brocado01,1,2,0,0,0,0,0,0,0,,,,
Chris Brock\brockch01,1,13,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Rico Brogna*\brognri01,*3,153,565,77,150,20,104,7,49,0.265,0.319,0.446,0.765
Scott Brosius\brosisc01,*5/39,152,530,86,159,19,98,11,52,0.3,0.371,0.472,0.843
Scott Brow\browsc01,1,17,1,0,0,0,0,0,0,0,0,0,0
Adrian Brown#\brownad01,29068,41,152,20,43,0,5,4,9,0.283,0.323,0.322,0.645
Brant Brown*\brownbr01,87/3,124,347,56,101,14,48,4,30,0.291,0.348,0.501,0.85
Dee Brown*\brownde02,/D9,5,3,2,0,0,0,0,0,0,0,0,0
Emil Brown\brownem01,/789,13,39,2,10,0,3,0,1,0.256,0.293,0.282,0.575
Kevin Brown\brownke01,2,34,82,4,17,0,10,0,4,0.207,0.244,0.244,0.488
Kevin Brown\brownke04,1,52,110,17,29,2,15,0,9,0.264,0.32,0.4,0.72
Mark Brownson*\brownma04,/1,2,5,0,0,0,0,0,0,0,0,0,0
Will Brunson*\brunswi01,1,1,0,0,0,0,0,0,0,,,,
Will Brunson*\brunswi01,/1,1,0,0,0,0,0,0,0,,,,
Jim Bruske\bruskji01,1,36,3,0,0,0,0,0,0,0,0,0,0
Jim Bruske\bruskji01,1,36,3,0,0,0,0,0,0,0,0,0,0
Jim Bruske\bruskji01,1,32,3,0,0,0,0,0,0,0,0,0,0
Jim Bruske\bruskji01,/1,4,0,0,0,0,0,0,0,,,,
Mike Buddie\buddimi01,1,1,0,0,0,0,0,0,0,,,,
Damon Buford\buforda01,8D/45,86,216,37,61,10,42,5,22,0.282,0.349,0.523,0.872
Jay Buhner\buhneja01,9/D,72,244,33,59,15,45,0,38,0.242,0.344,0.463,0.807
Kirk Bullinger\bulliki01,/1,8,1,0,0,0,0,0,0,0,0,0,0
Dave Burba\burbada01,1,2,6,1,1,1,2,0,0,0.167,0.167,0.667,0.833
John Burkett\burkejo03,1,1,3,1,0,0,0,0,0,0,0,0,0
Ellis Burks\burksel01,*879,142,504,76,147,21,76,11,58,0.292,0.365,0.496,0.861
Ellis Burks\burksel01,87,100,357,54,102,16,54,3,39,0.286,0.355,0.51,0.865
Ellis Burks\burksel01,89,42,147,22,45,5,22,8,19,0.306,0.387,0.463,0.85
Jeromy Burnitz*\burnije01,*9/8,161,609,92,160,38,125,7,70,0.263,0.339,0.499,0.838
Mike Busby\busbymi01,1,26,3,0,0,0,1,0,1,0,0.25,0,0.25
Homer Bush\bushho01,4D/56,45,71,17,27,1,5,6,5,0.38,0.421,0.465,0.886
Adam Butler*\butlead01,/1,8,0,0,0,0,0,0,0,,,,
Rich Butler*\butleri01,79,72,217,25,49,7,20,4,15,0.226,0.278,0.364,0.643
Paul Byrd\byrdpa01,/1,9,18,1,3,0,1,0,1,0.167,0.25,0.167,0.417
Paul Byrd\byrdpa01,/1,1,0,0,0,0,0,0,0,,,,
Paul Byrd\byrdpa01,/1,8,18,1,3,0,1,0,1,0.167,0.25,0.167,0.417
Jolbert Cabrera\cabrejo02,/6,1,2,0,0,0,0,0,0,0,0,0,0
Jose Cabrera\cabrejo01,/1,3,0,0,0,0,0,0,0,,,,
Orlando Cabrera\cabreor01,64,79,261,44,73,3,22,6,18,0.28,0.325,0.414,0.739
Greg Cadaret*\cadargr01,1,4,0,0,0,0,0,0,0,,,,
Greg Cadaret*\cadargr01,1,4,0,0,0,0,0,0,0,,,,
Miguel Cairo\cairomi01,*4/D,150,515,49,138,5,46,19,24,0.268,0.307,0.367,0.674
Mike Cameron\camermi01,*8/9,141,396,53,83,8,43,27,37,0.21,0.285,0.336,0.621
Ken Caminiti#\caminke01,*5,131,452,87,114,29,82,6,71,0.252,0.353,0.509,0.862
Tom Candiotti\candito01,1,1,1,0,1,0,0,0,0,1,1,2,3
John Cangelosi#\cangejo01,8/79D,104,171,19,43,1,10,2,30,0.251,0.365,0.316,0.68
Jose Canseco\cansejo01,D79,151,583,98,138,46,107,29,65,0.237,0.318,0.518,0.836
Chris Carpenter\carpech01,1,1,1,0,0,0,0,0,0,0,0,0,0
Hector Carrasco\carrahe01,1,2,0,0,0,0,0,0,0,,,,
Joe Carter\cartejo01,9D3/7,126,388,51,101,18,63,4,24,0.26,0.304,0.461,0.765
Joe Carter\cartejo01,9D/73,85,283,36,70,11,34,3,18,0.247,0.297,0.424,0.721
Joe Carter\cartejo01,39/7,41,105,15,31,7,29,1,6,0.295,0.322,0.562,0.884
Mike Caruso*\carusmi01,*6,133,523,81,160,5,55,22,14,0.306,0.331,0.39,0.721
Raul Casanova#\casanra01,2,16,42,4,6,1,3,0,5,0.143,0.25,0.262,0.512
Sean Casey*\caseyse01,3,96,302,44,82,7,52,1,43,0.272,0.365,0.417,0.782
Vinny Castilla\castivi02,*5/6,162,645,108,206,46,144,5,40,0.319,0.362,0.589,0.951
Alberto Castillo\castial01,2/D,38,83,13,17,2,7,0,9,0.205,0.29,0.325,0.616
Carlos Castillo\castica02,1,3,1,0,0,0,0,0,0,0,0,0,0
Frank Castillo\castifr01,1,1,1,0,0,0,0,0,0,0,0,0,0
Luis Castillo#\castilu01,4,44,153,21,31,1,10,3,22,0.203,0.307,0.268,0.575
Tony Castillo*\castito02,1,2,0,0,0,0,0,0,0,,,,
Juan Castro\castrju01,645,89,220,25,43,2,14,0,15,0.195,0.245,0.255,0.499
Frank Catalanotto*\catalfr01,4D3/5,89,213,23,60,6,25,3,12,0.282,0.325,0.446,0.771
Mike Cather\cathemi01,1,36,0,0,0,0,0,0,0,,,,
Domingo Cedeno#\cedendo01,6D/4,61,141,19,37,2,21,2,10,0.262,0.309,0.383,0.692
Roger Cedeno#\cedenro01,789,105,240,33,58,2,17,8,27,0.242,0.317,0.321,0.638
Norm Charlton#\charlno01,1,16,1,0,0,0,0,0,0,0,0,0,0
Norm Charlton#\charlno01,1,3,0,0,0,0,0,0,0,,,,
Norm Charlton#\charlno01,1,13,1,0,0,0,0,0,0,0,0,0,0
Eric Chavez*\chaveer01,5,16,45,6,14,0,6,1,3,0.311,0.354,0.444,0.799
Raul Chavez\chavera01,/2,1,1,0,0,0,0,0,0,0,0,0,0
Bruce Chen*\chenbr01,/1,4,7,0,1,0,1,0,0,0.143,0.143,0.143,0.286
Bobby Chouinard\chouibo01,1,26,2,0,0,0,0,0,0,0,0,0,0
Bobby Chouinard\chouibo01,/1,1,0,0,0,0,0,0,0,,,,
Bobby Chouinard\chouibo01,1,25,2,0,0,0,0,0,0,0,0,0,0
Ryan Christenson\chrisry01,*8/97,117,370,56,95,5,40,5,36,0.257,0.321,0.368,0.689
Jason Christiansen\chrisja01,1,57,4,0,1,0,1,0,0,0.25,0.25,0.25,0.5
Archi Cianfrocco\cianfar01,35/49,40,72,4,9,1,5,1,5,0.125,0.192,0.208,0.401
Jeff Cirillo\cirilje01,*5/3,156,604,97,194,14,68,10,79,0.321,0.402,0.445,0.847
Dave Clark*\clarkda05,9/7D,93,131,12,27,0,4,1,14,0.206,0.288,0.26,0.547
Mark Clark\clarkma01,1,31,62,1,4,0,3,0,3,0.065,0.108,0.097,0.204
Tony Clark#\clarkto02,*3D,157,602,84,175,34,103,3,63,0.291,0.358,0.522,0.88
Will Clark*\clarkwi02,*3D,149,554,98,169,23,102,1,72,0.305,0.384,0.507,0.891
Royce Clayton\claytro01,*6,142,541,89,136,9,53,24,53,0.251,0.319,0.366,0.685
Royce Clayton\claytro01,6,90,355,59,83,4,29,19,40,0.234,0.313,0.327,0.64
Royce Clayton\claytro01,6,52,186,30,53,5,24,5,13,0.285,0.33,0.441,0.771
Roger Clemens\clemero02,1,2,4,0,0,0,0,0,1,0,0.2,0,0.2
Matt Clement\clemema01,/1,4,2,0,0,0,0,0,0,0,0,0,0
Edgard Clemente\clemeed02,/98,11,17,2,6,0,2,0,2,0.353,0.421,0.471,0.892
Brad Clontz\clontbr01,1,19,2,0,0,0,0,0,0,0,0,0,0
Brad Clontz\clontbr01,1,18,2,0,0,0,0,0,0,0,0,0,0
Brad Clontz\clontbr01,/1,1,0,0,0,0,0,0,0,,,,
Ken Cloude\cloudke01,1,2,3,0,0,0,0,0,0,0,0,0,0
Danny Clyburn\clybuda01,/79D,11,25,6,7,1,3,0,1,0.28,0.308,0.4,0.708
Greg Colbrunn\colbrgr01,3/9D2,90,166,18,51,3,23,4,10,0.307,0.361,0.452,0.813
Greg Colbrunn\colbrgr01,3/9D2,62,122,12,38,2,13,3,8,0.311,0.359,0.459,0.818
Greg Colbrunn\colbrgr01,/39,28,44,6,13,1,10,1,2,0.295,0.367,0.432,0.799
Lou Collier\collilo01,6,110,334,30,82,2,34,2,31,0.246,0.316,0.338,0.655
Bartolo Colon\colonba01,1,1,2,0,1,0,1,0,0,0.5,0.5,0.5,1
David Cone*\coneda01,1,1,3,1,0,0,1,0,0,0,0,0,0
Jeff Conine\coninje01,793/D,93,309,30,79,8,43,3,26,0.256,0.312,0.417,0.729
Steve Connelly\connest01,/1,1,0,0,0,0,0,0,0,,,,
Dennis Cook*\cookde01,1,70,3,0,0,0,0,0,0,0,0,0,0
Steve Cooke\cookest01,/1,1,2,0,1,0,0,0,0,0.5,0.5,0.5,1
Ron Coomer\coomero01,53D/9,137,529,54,146,15,72,2,18,0.276,0.295,0.406,0.702
Alex Cora*\coraal01,42890,29,33,1,4,0,0,0,2,0.121,0.194,0.182,0.376
Joey Cora#\corajo01,*4,155,602,111,166,6,32,15,73,0.276,0.357,0.37,0.728
Joey Cora#\corajo01,*4,131,519,95,147,6,26,13,62,0.283,0.362,0.385,0.748
Joey Cora#\corajo01,4,24,83,16,19,0,6,2,11,0.229,0.326,0.277,0.603
Wil Cordero\cordewi01,35490,96,341,58,91,13,49,2,22,0.267,0.314,0.446,0.759
Francisco Cordova\cordofr01,1,33,75,3,9,0,1,0,2,0.12,0.143,0.16,0.303
Marty Cordova\cordoma01,*7/D,119,438,52,111,10,69,3,50,0.253,0.333,0.377,0.709
Bryan Corey\coreybr01,/1,3,0,0,0,0,0,0,0,,,,
Jim Corsi\corsiji01,1,5,1,0,0,0,0,0,0,0,0,0,0
Craig Counsell*\counscr01,4,107,335,43,84,4,40,3,51,0.251,0.355,0.373,0.729
Tim Crabtree\crabtti01,1,2,1,0,0,0,0,0,0,0,0,0,0
Rickey Cradle\cradlri01,/879,5,7,0,1,0,2,1,1,0.143,0.25,0.143,0.393
Felipe Crespo#\crespfe01,97/45D38,66,130,11,34,1,15,4,15,0.262,0.342,0.362,0.704
Tripp Cromer\crometr01,,6,6,1,1,1,1,0,0,0.167,0.167,0.667,0.833
Rich Croushore\crousri01,1,39,0,0,0,0,0,0,0,,,,
Dean Crow*\crowde01,1,3,0,0,0,0,0,0,0,,,,
Deivi Cruz\cruzde01,*6,135,454,52,118,5,45,3,13,0.26,0.284,0.355,0.639
Jacob Cruz*\cruzja01,,4,4,0,0,0,0,0,0,0,0,0,0
Jacob Cruz*\cruzja01,,3,3,0,0,0,0,0,0,0,0,0,0
Jacob Cruz*\cruzja01,,1,1,0,0,0,0,0,0,0,0,0,0
Jose Cruz#\cruzjo02,42954,105,352,55,89,11,42,11,57,0.253,0.354,0.403,0.757
Midre Cummings*\cummimi01,D9,67,120,20,34,5,15,3,17,0.283,0.381,0.475,0.856
Will Cunnane\cunnawi01,/1,1,0,0,0,0,0,0,0,,,,
Chad Curtis\curtich01,*78/9D,151,456,79,111,10,56,21,75,0.243,0.355,0.36,0.714
Milt Cuyler#\cuylemi01,/8D,7,6,3,3,1,3,0,1,0.5,0.571,1.333,1.905
Omar Daal*\daalom01,1,33,46,3,5,0,1,0,5,0.109,0.196,0.109,0.305
Mark Dalesandro\dalesma01,2/539,32,67,8,20,2,14,0,1,0.299,0.304,0.463,0.767
Johnny Damon*\damonjo01,*897,161,642,104,178,18,66,26,58,0.277,0.339,0.439,0.779
Vic Darensbourg*\darenvi01,1,57,8,0,0,0,0,0,1,0,0.111,0,0.111
Danny Darwin\darwida01,1,32,45,2,4,0,1,0,1,0.089,0.128,0.111,0.239
Brian Daubach*\daubabr01,/3,10,15,0,3,0,3,0,1,0.2,0.294,0.267,0.561
Ben Davis#\davisbe01,/2,1,1,0,0,0,0,0,0,0,0,0,0
Chili Davis#\davisch01,D,35,103,11,30,3,9,0,14,0.291,0.373,0.447,0.819
Eric Davis\daviser01,9D8,131,452,81,148,28,89,7,44,0.327,0.388,0.582,0.97
Russ Davis\davisru01,*5/7,141,502,68,130,20,82,4,34,0.259,0.305,0.442,0.747
Valerio De Los Santos*\delosva01,1,13,0,0,0,0,0,0,0,,,,
Rick DeHart*\deharri01,1,24,0,0,0,0,0,0,0,,,,
Mike DeJean\dejeami01,1,56,5,0,0,0,0,0,0,0,0,0,0
Carlos Delgado*\delgaca01,*3/D,142,530,94,155,38,115,3,73,0.292,0.385,0.592,0.978
Wilson Delgado#\delgawi01,/6,10,12,1,2,0,1,0,1,0.167,0.231,0.25,0.481
David Dellucci*\delluda01,*789,124,416,43,108,5,51,3,33,0.26,0.318,0.399,0.717
Rich DeLucia\delucri01,1,4,0,0,0,0,0,0,0,,,,
Ryan Dempster\dempsry01,1,12,13,0,0,0,0,0,0,0,0,0,0
Mark DeRosa\derosma01,/6,5,3,2,1,0,0,0,0,0.333,0.333,0.333,0.667
Delino DeShields*\deshide01,*4/3,117,420,74,122,7,44,26,56,0.29,0.371,0.429,0.799
Elmer Dessens\desseel01,1,42,8,0,0,0,1,0,1,0,0.111,0,0.111
Mike Devereaux\devermi01,/879,9,13,0,4,0,1,0,3,0.308,0.438,0.385,0.822
Alex Diaz#\diazal01,29068,34,62,5,8,0,5,1,0,0.129,0.129,0.161,0.29
Edwin Diaz\diazed03,/4,3,7,0,0,0,0,0,0,0,0,0,0
Einar Diaz\diazei01,2,17,48,8,11,2,9,0,3,0.229,0.286,0.375,0.661
Jason Dickson*\dicksja01,1,2,4,1,0,0,0,0,1,0,0.2,0,0.2
Mike Difelice\difelmi01,2,84,248,17,57,3,23,0,15,0.23,0.274,0.339,0.613
Jerry Dipoto\dipotje01,1,66,1,0,0,0,0,0,1,0,0.5,0,0.5
Gary Disarcina\disarga01,*6,157,551,73,158,3,56,11,21,0.287,0.321,0.385,0.706
