Name,WAR
Mike Cather\cathemi01,0
Domingo Cedeno#\cedendo01,0.5
Roger Cedeno#\cedenro01,1.1
Norm Charlton#\charlno01,0
Anthony Chavez\chavean01,0
Raul Chavez\chavera01,-0.1
Robinson Checo\checoro01,0
Jason Christiansen\chrisja01,0
Archi Cianfrocco\cianfar01,-0.9
Jeff Cirillo\cirilje01,5.3
Dave Clark*\clarkda05,0.6
Mark Clark\clarkma01,-0.4
Terry Clark\clarkte01,0.1
Tony Clark#\clarkto02,3.5
Will Clark*\clarkwi02,3.4
Royce Clayton\claytro01,2.7
Roger Clemens\clemero02,0.2
Chris Clemons\clemoch01,0
Brad Clontz\clontbr01,0
Ken Cloude\cloudke01,0
Danny Clyburn\clybuda01,-0.1
Greg Colbrunn\colbrgr01,-0.5
Michael Coleman\colemmi01,-0.1
Vince Coleman#\colemvi01,-0.3
Darnell Coles\colesda01,0.1
Lou Collier\collilo01,-0.2
Bartolo Colon\colonba01,0
David Cone*\coneda01,0
Jeff Conine\coninje01,1.3
Jim Converse*\conveji01,0
Dennis Cook*\cookde01,0.4
Steve Cooke\cookest01,-0.5
Ron Coomer\coomero01,1.7
Scott Cooper*\coopesc01,-0.3
Rocky Coppinger\coppiro01,0
Joey Cora#\corajo01,2.6
Wil Cordero\cordewi01,2.3
Francisco Cordova\cordofr01,-0.1
Marty Cordova\cordoma01,-0.1
Rheal Cormier*\cormirh01,0
Jim Corsi\corsiji01,0
Craig Counsell*\counscr01,1.2
Tim Crabtree\crabtti01,0
Joe Crawford*\crawfjo01,-0.2
Doug Creek*\creekdo01,0.1
Felipe Crespo#\crespfe01,0.2
Tripp Cromer\crometr01,0.4
Jim Crowell*\croweji01,0
Deivi Cruz\cruzde01,-0.5
Ivan Cruz*\cruziv01,-0.1
Jacob Cruz*\cruzja01,-0.1
Jose Cruz#\cruzjo02,2.1
Nelson Cruz\cruzne01,0
John Cummings*\cummijo01,0
Midre Cummings*\cummimi01,1
Will Cunnane\cunnawi01,0.4
Chad Curtis\curtich01,1.2
Jeff D'Amico\d'amije01,-0.1
Omar Daal*\daalom01,0
Johnny Damon*\damonjo01,2.2
Danny Darwin\darwida01,-0.1
Jeff Darwin\darwije01,0
Darren Daulton*\daultda01,2.3
Chili Davis#\davisch01,2.4
Eric Davis\daviser01,1.1
Mark Davis*\davisma01,0
Russ Davis\davisru01,1.8
Tim Davis*\davisti01,0
Roland de la Maza\delamro01,0
Rick DeHart*\deharri01,0
Mike DeJean\dejeami01,0.1
Carlos Delgado*\delgaca01,1.9
Wilson Delgado#\delgawi01,0
David Dellucci*\delluda01,0.3
Rich DeLucia\delucri01,0
Delino DeShields*\deshide01,4.2
Elmer Dessens\desseel01,0
Mike Devereaux\devermi01,-0.1
Alex Diaz#\diazal01,-0.6
Eddy Diaz\diazed02,-0.4
Einar Diaz\diazei01,-0.1
Jason Dickson*\dicksja01,0
Mike Difelice\difelmi01,-0.2
Jerry Dipoto\dipotje01,0
Gary Disarcina\disarga01,0.5
Glenn Dishman\dishmgl01,0
Doug Drabek\drabedo01,0.1
Darren Dreifort\dreifda01,0
Rob Ducey*\duceyro01,1
Mariano Duncan\duncama01,-1.1
Todd Dunn\dunnto01,-0.1
Shawon Dunston\dunstsh01,1.2
Todd Dunwoody*\dunwoto01,0.1
Roberto Duran*\duranro01,0
Ray Durham#\durhara01,0.9
Jermaine Dye\dyeje01,-0.5
Damion Easley\easleda01,3
Angel Echevarria\echevan01,-0.1
Dennis Eckersley\eckerde01,0
Jim Edmonds*\edmonji01,3.6
Robert Eenhoorn\eenhoro01,0.2
Joey Eischen*\eischjo01,0
Jim Eisenreich*\eisenji01,0.3
Cal Eldred\eldreca01,0
Kevin Elster\elsteke01,0
Alan Embree*\embreal01,0
Angelo Encarnacion\encaran01,-0.1
Juan Encarnacion\encarju01,0
Todd Erdos\erdosto01,0
John Ericks\erickjo01,0
Scott Erickson\ericksc01,0
Darin Erstad*\erstada01,3.3
Kelvim Escobar\escobke01,0
Vaughn Eshelman*\eshelva01,0.1
Alvaro Espinoza\espinal01,-0.6
Bobby Estalella\estalbo02,0.5
Shawn Estes\estessh01,0.4
Tony Eusebio\eusebto01,0.1
Tom Evans\evansto01,0.2
Carl Everett#\evereca01,0.2
Bryan Eversgerd\eversbr01,0
Scott Eyre*\eyresc01,0.1
Jorge Fabregas*\fabrejo01,0.2
Steve Falteisek\faltest01,0
Sal Fasano\fasansa01,-0.1
Jeff Fassero*\fasseje01,0.1
Alex Fernandez\fernaal01,0.3
Osvaldo Fernandez\fernaos01,-0.2
Sid Fernandez*\fernasi01,0
Tony Fernandez#\fernato01,2.2
Mike Fetters\fettemi01,0
Cecil Fielder\fieldce01,0.8
Mike Figga\figgami01,-0.1
Chuck Finley*\finlech01,0
Steve Finley*\finlest01,1.5
John Flaherty\flahejo01,0.6
Huck Flener#\flenehu01,0
Darrin Fletcher*\fletcda01,1.3
Bryce Florie\floribr01,0
Cliff Floyd*\floydcl01,0.7
Chad Fonville#\fonvich01,-0.3
Tom Fordham*\fordhto01,0
Brook Fordyce\fordybr01,-0.9
Tony Fossas*\fossato01,0
Kevin Foster\fosteke01,-0.1
Keith Foulke\foulkke01,0
Andy Fox*\foxan01,0.3
Chad Fox\foxch02,0
John Franco*\francjo01,0
Julio Franco\francju01,1
Matt Franco*\francma01,0.1
Micah Franklin#\frankmi01,0.3
John Frascatore\frascjo01,0
Hanley Frias#\friasha01,-0.3
Jeff Frye\fryeje01,1.9
Travis Fryman\frymatr01,3.5
Brad Fullmer*\fullmbr01,0.2
Gary Gaetti\gaettga01,1.9
Greg Gagne\gagnegr01,-0.3
Eddie Gaillard\gailled01,0
Andres Galarraga\galaran01,3.8
Mike Gallego\gallemi01,-0.2
Ron Gant\gantro01,0.8
Rich Garces\garceri01,0
Carlos Garcia\garcica01,-2
Freddy Garcia\garcifr01,-0.3
Karim Garcia*\garcika01,-0.6
Ramon Garcia\garcira03,-0.1
Nomar Garciaparra\garcino01,6.6
Mark Gardner\gardnma01,-0.3
Brent Gates#\gatesbr01,-0.4
Jason Giambi*\giambja01,1.8
Benji Gil\gilbe01,0.9
Shawn Gilbert\gilbesh01,-0.3
Brian Giles*\gilesbr02,2
Bernard Gilkey\gilkebe01,2.3
Ed Giovanola*\giovaed01,0
Joe Girardi\girarjo01,0.1
Doug Glanville\glanvdo01,2
Tom Glavine*\glavito02,0.9
Wayne Gomes\gomeswa01,0
Chris Gomez\gomezch02,-2.5
Rene Gonzales\gonzare01,0
Alex Gonzalez\gonzaal01,2.2
Geremi Gonzalez\gonzaje01,-0.2
Juan Gonzalez\gonzaju03,2.7
Luis Gonzalez*\gonzalu01,1.9
Dwight Gooden\goodedw01,-0.1
Curtis Goodwin*\goodwcu01,0.4
Tom Goodwin*\goodwto01,0.7
Tom Gordon\gordoto01,0
Rick Gorecki\gorecri01,0
Mark Grace*\gracema01,4.2
Mike Grace\gracemi02,-0.1
Tony Graffanino\graffto01,1.3
Jeff Granger\grangje01,0
Danny Graves\graveda01,0
Craig Grebeck\grebecr01,0
Scarborough Green#\greensc01,-0.2
Shawn Green*\greensh01,2.1
Tyler Green\greenty01,0.3
Charlie Greene\greench02,0
Todd Greene\greento02,0.8
Tommy Greene\greento01,0.1
Willie Greene*\greenwi01,1.5
Rusty Greer*\greerru01,4.6
Tommy Gregg*\greggto01,-0.2
Ben Grieve*\grievbe01,0.1
Ken Griffey*\griffke02,9.1
Marquis Grissom\grissma02,1.9
Buddy Groom*\groombu01,0
Kevin Gross\grosske01,0
Mark Grudzielanek\grudzma01,1.5
Ken Grundt*\grundke01,0
Eddie Guardado\guarded01,0
Mark Gubicza\gubicma01,0
Vladimir Guerrero\guerrvl01,1.7
Wilton Guerrero#\guerrwi01,0.1
Giomar Guevara#\guevagi01,-0.2
Jose Guillen\guilljo01,-3.3
Ozzie Guillen*\guilloz01,-1.1
Mike Gulan\gulanmi01,-0.2
Eric Gunderson\gundeer01,0
Mark Guthrie\guthrma01,0.1
Ricky Gutierrez\gutieri01,-0.8
Juan Guzman\guzmaju01,0
Tony Gwynn*\gwynnto01,4.3
Chip Hale*\halech01,-0.2
Darren Hall\hallda01,0
Joe Hall\halljo02,0.1
Shane Halter\haltesh01,0.3
Bob Hamelin*\hamelbo01,1.1
Darryl Hamilton*\hamilda02,0.5
Joey Hamilton\hamiljo02,0
Chris Hammond*\hammoch01,0
Jeffrey Hammonds\hammoje01,2.4
Mike Hampton\hamptmi01,0.2
Chris Haney*\haneych01,0
Greg Hansell\hansegr01,0
Dave Hansen*\hanseda01,0.5
Jed Hansen\hanseje01,0.7
Erik Hanson\hansoer01,0
Jason Hardtke#\hardtja01,0
Mike Harkey\harkemi01,0
Pete Harnisch#\harnipe01,-0.1
Lenny Harris*\harrile01,0.4
Pep Harris\harripe01,0
Reggie Harris\harrire01,0
Shigetoshi Hasegawa\hasegsh01,0
Bill Haselman\haselbi01,-0.3
Scott Hatteberg*\hattesc01,1
Gary Haught#\haughga01,0
LaTroy Hawkins\hawkila01,0
Charlie Hayes\hayesch01,0.5
Jimmy Haynes\hayneji01,0
Rick Helling\helliri01,-0.1
Todd Helton*\heltoto01,-0.2
Rickey Henderson\henderi01,1.6
Oscar Henriquez\henrios01,0
Butch Henry*\henrybu01,0
Doug Henry\henrydo01,-0.1
Pat Hentgen\hentgpa01,-0.1
Felix Heredia*\heredfe01,0.1
Wilson Heredia\heredwi01,0
Dustin Hermanson\hermadu01,-0.1
Carlos Hernandez\hernaca01,0.9
Fernando Hernandez\hernafe01,0
Jose Hernandez\hernajo01,1.1
Livan Hernandez\hernali01,0.1
Roberto Hernandez\hernaro01,0.1
Xavier Hernandez*\hernaxa01,0
Orel Hershiser\hershor01,0
Richard Hidalgo\hidalri01,0.3
Bobby Higginson*\higgibo02,3.1
Glenallen Hill\hillgl01,0.1
Ken Hill\hillke01,0.1
Sterling Hitchcock*\hitchst01,-0.2
Denny Hocking#\hockide01,-0.1
Trevor Hoffman\hoffmtr01,0.1
Chris Hoiles\hoilech01,2.1
Todd Hollandsworth*\hollato01,0.1
Dave Hollins#\hollida01,3.5
Darren Holmes\holmeda01,0
Chris Holt\holtch01,-0.4
Mike Holtz*\holtzmi01,0
Mark Holzemer*\holzema01,0
Rick Honeycutt*\honeyri01,0
Tyler Houston*\houstty01,-0.8
David Howard#\howarda02,0.1
Thomas Howard#\howarth01,0.5
Jack Howell*\howelja02,0.4
Mike Hubbard\hubbami01,-0.7
Trent Hubbard\hubbatr01,0
John Hudek#\hudekjo01,0
Rex Hudler\hudlere01,0.1
Joe Hudson\hudsojo02,0
Todd Hundley#\hundlto01,3.8
Brian Hunter\huntebr02,1.1
Torii Hunter\hunteto01,0
Jimmy Hurst\hurstji01,0
Edwin Hurtado\hurtaed01,0
Butch Huskey\huskebu01,0.8
Jeff Huson*\husonje01,-1.3
Mark Hutton\huttoma01,0
Raul Ibanez*\ibanera01,-0.4
Pete Incaviglia\incavpe01,-0.4
Garey Ingram\ingraga01,0.2
Hideki Irabu\irabuhi01,0
Jason Isringhausen\isrinja01,-0.1
Damian Jackson\jacksda04,0.1
Danny Jackson\jacksda02,-0.1
Darrin Jackson\jacksda03,0.8
Michael Jackson\jacksmi02,0
Jason Jacome*\jacomja01,0
John Jaha\jahajo01,1.1
Mike James\jamesmi01,0
Marty Janzen\janzema01,0
Kevin Jarvis*\jarvike01,0
Stan Javier#\javiest01,3.6
Gregg Jefferies#\jeffegr01,1.1
Reggie Jefferson#\jeffere01,1.1
Robin Jennings*\jenniro01,-0.3
Marcus Jensen#\jensema01,-0.5
Derek Jeter\jeterde01,5
Brian Johnson\johnsbr01,0.8
Charles Johnson\johnsch04,4.4
Dane Johnson\johnsda05,0
Jason Johnson\johnsja02,0
Lance Johnson*\johnsla03,1.7
Mark Johnson*\johnsma01,-0.4
Mike Johnson*\johnsmi02,-0.1
Randy Johnson\johnsra05,0
Russ Johnson\johnsru01,0
John Johnstone\johnsjo07,0
Andruw Jones\jonesan01,3.3
Bobby Jones\jonesbo03,0
Bobby Jones\jonesbo04,0.1
Chipper Jones#\jonesch06,3.9
Chris Jones\jonesch05,0.3
Doug Jones\jonesdo01,0.1
Todd Jones*\jonesto02,0
Brian Jordan\jordabr01,0.9
Kevin Jordan\jordake01,-0.8
Ricardo Jordan*\jordari03,0
Wally Joyner*\joynewa01,3.7
Mike Judd\juddmi01,0
Jeff Juden\judenje01,0
David Justice*\justida01,3.8
Scott Kamieniecki\kamiesc01,0
Matt Karchner\karchma01,0
Ron Karkovice\karkoro01,-0.3
Scott Karl*\karlsc01,0
Ryan Karp*\karpry01,0
Eric Karros\karroer01,0.9
Steve Karsay\karsast01,0
Takashi Kashiwada*\kashita01,0
Greg Keagle\keaglgr01,0
Mike Kelly\kellymi02,1
Pat Kelly\kellypa03,-0.1
Roberto Kelly\kellyro01,1.7
Jason Kendall\kendaja01,4.1
Jeff Kent\kentje01,4.1
Jimmy Key\keyji01,0
Brooks Kieschnick*\kiescbr01,-0.2
Darryl Kile\kileda01,0
Curtis King\kingcu01,0
Jeff King\kingje01,3.7
Wayne Kirby*\kirbywa01,-0.7
Ryan Klesko*\kleskry01,0.4
Steve Kline#\klinest02,0
Chuck Knoblauch\knoblch01,6.7
Randy Knorr\knorrra01,0.2
Paul Konerko\konerpa01,-0.2
Mark Kotsay*\kotsama01,0
Chad Kreuter#\kreutch01,0.6
Rick Krivda\krivdri01,0
Marc Kroon#\kroonma01,0
Tim Kubinski*\kubinti01,0
Kerry Lacy\lacyke01,0
Tim Laker\lakerti01,-0.4
Tom Lampkin*\lampkto01,0.5
Mark Langston\langsma01,0
Ray Lankford*\lankfra01,5.2
Mike Lansing\lansimi01,3.8
Barry Larkin\larkiba01,3.5
Chris Latham#\lathach01,-0.3
Matt Lawton*\lawtoma02,1.1
Aaron Ledesma\ledesaa01,1.2
Derrek Lee\leede02,0.3
Al Leiter*\leiteal01,-0.3
Mark Leiter\leitema01,-0.1
Mark Lemke#\lemkema01,1.2
Pat Lennon\lennopa01,-0.4
John LeRoy\leroyjo01,0
Brian Lesher\leshebr01,-0.8
Curt Leskanic\leskacu01,0
Al Levine*\levinal01,0
Jesse Levis*\levisje01,1
Darren Lewis\lewisda01,1.3
Mark Lewis\lewisma01,-0.3
Richie Lewis\lewisri01,0
Jim Leyritz\leyriji01,2.7
Cory Lidle\lidleco01,0
Jon Lieber*\liebejo01,-0.3
Mike Lieberthal\liebemi01,1.5
Kerry Ligtenberg\ligteke01,0
Jose Lima\limajo01,0
Felipe Lira\lirafe01,0
Nelson Liriano#\liriane01,-0.1
Pat Listach#\listapa01,-1.2
Scott Livingstone*\livinsc01,-0.9
Graeme Lloyd*\lloydgr01,0
Esteban Loaiza\loaizes01,0.3
Keith Lockhart*\lockhke01,1.1
Kenny Lofton*\loftoke01,4.9
Rich Loiselle\loiseri01,0
Joey Long\longjo01,0
Ryan Long\longry01,0
Albie Lopez\lopezal02,0
Javy Lopez\lopezja01,3.5
Luis Lopez#\lopezlu02,0.4
Mark Loretta\loretma01,0.7
Andrew Lorraine*\lorraan01,0
Derek Lowe\lowede01,0
Sean Lowe\lowese01,0
Terrell Lowery\lowerte01,0.2
Eric Ludwick\ludwier01,0
John Mabry*\mabryjo01,0.3
Mike Macfarlane\macfami01,0.3
Robert Machado\macharo01,0
Shane Mack\macksh01,0.8
Greg Maddux\maddugr01,-0.1
Mike Maddux*\maddumi01,0
Calvin Maduro\madurca01,-0.2
Dave Magadan*\magadda01,2
Wendell Magee\mageewe01,-1
Mike Magnante*\magnami01,0
Ron Mahay*\mahayro01,0
Pat Mahomes\mahompa01,0
Jose Malave\malavjo01,-0.1
Sean Maloney\malonse01,0
Jeff Manto\mantoje01,0
Barry Manuel\manueba01,0
Kirt Manwaring\manwaki01,-2.5
Josias Manzanillo\manzajo01,0
Eli Marrero\marreel01,0.3
Al Martin*\martial03,0.2
Norberto Martin\martino01,-0.2
Tom Martin*\martito02,0
Dave Martinez*\martida01,3
Dennis Martinez\martide01,0
Edgar Martinez\martied01,6.2
Felix Martinez#\martife01,0.3
Pedro Martinez\martipe02,-0.2
Pedro Martinez*\martipe03,0
Ramon Martinez*\martira02,0.1
Sandy Martinez*\martisa01,-0.1
Tino Martinez*\martiti02,5.1
John Marzano\marzajo01,0.1
Damon Mashore\mashoda01,0.8
Mike Matheny\mathemi01,0.5
T.J. Mathews\mathet.01,0
Terry Mathews*\mathete01,0
Darrell May*\mayda02,0
Derrick May*\mayde01,-0.8
Brent Mayne*\maynebr01,1.8
Jamie McAndrew\mcandja01,0
Greg McCarthy*\mccargr01,0
Quinton McCracken#\mccraqu01,0.1
Jeff McCurry\mccurje01,0
Allen McDill*\mcdilal01,0
Ben McDonald\mcdonbe01,0
Jason McDonald#\mcdonja02,0.7
Jack McDowell\mcdowja01,0
Chuck McElroy*\mcelrch01,0.1
Willie McGee#\mcgeewi01,0.7
Tom McGraw*\mcgrato01,0
Fred McGriff*\mcgrifr01,0.2
Ryan McGuire*\mcguiry01,0.4
Mark McGwire\mcgwima01,5.1
Walt McKeel\mckeewa01,-0.1
Mark McLemore#\mclemma01,0.4
Greg McMichael\mcmicgr01,0.2
Billy McMillon*\mcmilbi01,0.3
Brian McRae#\mcraebr01,2.1
Pat Meares\mearepa01,2.1
Jim Mecir#\mecirji01,0
Roberto Mejia\mejiaro02,-0.5
Carlos Mendoza*\mendoca01,0.2
Ramiro Mendoza\mendora01,0
Paul Menhart\menhapa01,-0.1
Orlando Merced#\merceor01,2.5
Henry Mercedes\mercehe01,-0.3
Jose Mercedes\mercejo02,0
Kent Mercker*\merckke01,0.2
Jose Mesa\mesajo01,0
Hensley Meulens\meulehe01,0
Dan Miceli\micelda01,0
Matt Mieske\mieskma01,-0.6
Damian Miller\milleda02,-0.1
Kurt Miller\milleku01,0
Orlando Miller\milleor01,0.4
Travis Miller\milletr01,0
Ralph Milliard\millira02,0.3
Alan Mills\millsal01,0
Kevin Millwood\millwke01,-0.1
Mike Mimbs*\mimbsmi01,0
Nate Minchey\minchna01,0
Blas Minor\minorbl01,0
Doug Mirabelli\mirabdo01,-0.1
Angel Miranda*\miranan01,0
Mike Misuraca\misurmi01,0
Kevin Mitchell\mitchke01,-0.5
Dave Mlicki\mlickda01,0.1
Brian Moehler\moehlbr01,0
Mike Mohler\mohlemi01,0
Izzy Molina\moliniz01,-0.4
Paul Molitor\molitpa01,1.5
Raul Mondesi\mondera01,5.7
Jeff Montgomery\montgje01,0
Ray Montgomery\montgra01,-0.1
Steve Montgomery\montgst01,0
Eric Moody\moodyer01,0
Mickey Morandini*\moranmi01,2
Mike Mordecai\mordemi01,-1.1
Ramon Morel\morelra01,0
Kevin Morgan\morgake01,0
Mike Morgan\morgami01,-0.1
Alvin Morman*\mormaal01,0
Russ Morman\mormaru01,0.2
Hal Morris*\morriha02,-0.5
Matt Morris\morrima01,0.3
Julio Mosquera\mosquju01,0
James Mouton\moutoja01,-0.4
Lyle Mouton\moutoly01,-0.5
Jamie Moyer*\moyerja01,0.1
Bill Mueller#\muellbi02,2.5
Terry Mulholland\mulhote01,0.1
Bobby Munoz\munozbo01,0.1
Mike Munoz*\munozmi01,0.1
Eddie Murray#\murraed02,-1
Heath Murray*\murrahe01,-0.1
Mike Mussina*\mussimi01,0
Greg Myers*\myersgr01,0.4
Mike Myers*\myersmi01,0
Randy Myers*\myersra01,0
Rod Myers*\myersro02,0.7
Rodney Myers\myersro01,0
Tim Naehring\naehrti01,2.3
Charles Nagy*\nagych01,0.1
Rob Natal\natalro01,0.2
Dan Naulty\naultda01,0
Jaime Navarro\navarja01,0
Denny Neagle*\neaglde01,0.2
Jeff Nelson\nelsoje01,0
Robb Nen\nenro01,0
Phil Nevin\nevinph01,-0.5
Marc Newfield\newfima01,-1.1
Warren Newson*\newsowa01,0.2
Melvin Nieves#\nieveme01,-0.4
Dave Nilsson*\nilssda01,1.9
Otis Nixon#\nixonot01,1.4
Hideo Nomo\nomohi01,0
Greg Norton#\nortogr01,0.1
Abraham Nunez#\nunezab01,0.2
Jon Nunnally*\nunnajo01,2.1
Ryan Nye\nyery01,0
Charlie O'Brien\o'brich01,1.8
Troy O'Leary*\o'leatr01,2.2
Paul O'Neill*\o'neipa01,2.4
Sherman Obando\obandsh01,-0.4
Alex Ochoa\ochoaal01,-0.3
Jose Offerman#\offerjo01,1.9
Chad Ogea\ogeach01,-0.1
Kirt Ojala*\ojalaki01,-0.1
John Olerud*\olerujo01,4.1
Omar Olivares\olivaom01,0.2
Darren Oliver\oliveda02,0.1
Joe Oliver\olivejo01,0.5
Gregg Olson\olsongr01,0
Mike Oquist\oquismi01,0
Luis Ordaz\ordazlu01,0.1
Magglio Ordonez\ordonma01,1.3
Rey Ordonez\ordonre01,0.3
Kevin Orie\orieke01,2.4
Jesse Orosco\oroscje01,0.1
Joe Orsulak*\orsuljo01,-0.5
David Ortiz*\ortizda01,0.1
Donovan Osborne#\osbordo01,0.1
Keith Osik\osikke01,0.2
Antonio Osuna\osunaan01,0.1
Ricky Otero#\oterori01,-0.2
Eric Owens\owenser01,-0.3
Tom Pagnozzi\pagnoto01,-0.1
Lance Painter*\paintla01,0
Donn Pall\palldo01,0
Orlando Palmeiro*\palmeor01,-0.7
Rafael Palmeiro*\palmera01,3.2
Dean Palmer\palmede01,1.6
Jose Paniagua\paniajo01,-0.1
Craig Paquette\paquecr01,-0.1
